"FID_";"TABID";"POINT_X";"POINT_Y";"demH"
;1384032;8.3605;61.5452;1582
;1384033;8.3792;61.5461;1881
;1384034;8.3979;61.547;1521
;1384035;8.4166;61.5479;2006
;1385224;8.3064;61.5335;1554
;1385225;8.3251;61.5344;1796
;1385226;8.3437;61.5353;1883
;1385227;8.3624;61.5363;1810
;1385228;8.3811;61.5372;1783
;1385229;8.3998;61.5381;1677
;1385230;8.4185;61.539;1833
;1386425;8.4204;61.5301;2068
;1419926;9.2337;61.3149;1147
;1419927;9.2523;61.3157;1163
;1419929;9.2895;61.3173;1324
;1421121;9.2354;61.306;1157
;1421122;9.254;61.3068;1140
;1421123;9.2725;61.3076;1212
;1421124;9.2911;61.3083;1285
;1422315;9.2184;61.2963;1381
;1422316;9.237;61.297;1157
;1422317;9.2556;61.2978;1141
;1422318;9.2742;61.2986;1163
;1422319;9.2927;61.2994;1292
;1423509;9.2015;61.2865;1464
;1423510;9.2201;61.2873;1468
;1423511;9.2387;61.2881;1144
;1423512;9.2572;61.2889;1127
;1423513;9.2758;61.2897;1148
;1424703;9.1846;61.2768;1209
;1424704;9.2032;61.2776;1292
;1424705;9.2217;61.2784;1209
;1424706;9.2403;61.2792;1098
;1424707;9.2589;61.28;1104
;1425898;9.1863;61.2679;1226
;1425899;9.2048;61.2687;1135
;1425900;9.2234;61.2695;1151
;1425901;9.2419;61.2703;1048
;1425902;9.2605;61.271;1053
;1427093;9.1879;61.2589;1134
;1427094;9.2065;61.2597;1067
;1427095;9.225;61.2605;1085
;1427096;9.2436;61.2613;1054
;1427097;9.2621;61.2621;1035
;1428288;9.1896;61.25;1056
;1428289;9.2081;61.2508;1044
;1428290;9.2267;61.2516;1026
;1428291;9.2452;61.2524;1049
;1428292;9.2638;61.2532;1028
;1428293;9.2823;61.254;1005
;1429484;9.2098;61.2419;1043
;1429485;9.2283;61.2427;1021
;1429486;9.2469;61.2435;1008
;1429487;9.2654;61.2442;1000
;1429488;9.2839;61.245;978
;1429489;9.3025;61.2458;981
;1430679;9.2114;61.2329;976
;1430680;9.23;61.2337;969
;1430681;9.2485;61.2345;984
;1430682;9.267;61.2353;968
;1430683;9.2856;61.2361;944
;1430684;9.3041;61.2369;949
;1430685;9.3226;61.2377;969
;1431876;9.2501;61.2256;944
;1431877;9.2687;61.2264;937
;1431878;9.2872;61.2272;931
;1431879;9.3057;61.2279;945
;1431880;9.3243;61.2287;960
;1431881;9.3428;61.2295;974
;1433072;9.2703;61.2174;1011
;1433073;9.2888;61.2182;937
;1433074;9.3073;61.219;950
;1433075;9.3259;61.2198;1032
;1433076;9.3444;61.2206;1037
;1433077;9.3629;61.2213;1047
;1434267;9.2719;61.2085;991
;1434268;9.2904;61.2093;948
;1434269;9.309;61.2101;938
;1434270;9.3275;61.2109;992
;1434271;9.346;61.2116;1043
;1434272;9.3645;61.2124;1071
;1434273;9.383;61.2132;1079
;1434274;9.4016;61.2139;1111
;1434275;9.4201;61.2147;1009
;1434276;9.4386;61.2155;987
;1434277;9.4572;61.2162;995
;1434278;9.4757;61.217;1033
;1435462;9.2736;61.1996;1008
;1435463;9.2921;61.2004;912
;1435464;9.3106;61.2011;925
;1435465;9.3291;61.2019;972
;1435466;9.3476;61.2027;981
;1435467;9.3661;61.2035;985
;1435468;9.3846;61.2042;1017
;1435469;9.4032;61.205;1014
;1435470;9.4217;61.2058;971
;1435471;9.4402;61.2065;944
;1435472;9.4587;61.2073;973
;1435473;9.4773;61.2081;1022
;1435474;9.4958;61.2088;1023
;1435475;9.5143;61.2096;1008
;1436657;9.2752;61.1906;988
;1436658;9.2937;61.1914;896
;1436659;9.3122;61.1922;880
;1436660;9.3307;61.193;918
;1436661;9.3492;61.1938;985
;1436662;9.3677;61.1945;937
;1436663;9.3862;61.1953;939
;1436664;9.4047;61.1961;1023
;1436665;9.4233;61.1968;924
;1436666;9.4418;61.1976;912
;1436667;9.4603;61.1984;913
;1436668;9.4788;61.1991;926
;1436669;9.4973;61.1999;938
;1436670;9.5159;61.2006;937
;1436671;9.5344;61.2014;970
;1436672;9.5529;61.2021;1051
;1437853;9.2953;61.1825;913
;1437854;9.3138;61.1833;876
;1437855;9.3323;61.1841;874
;1437856;9.3508;61.1848;906
;1437857;9.3693;61.1856;980
;1437858;9.3878;61.1864;913
;1437859;9.4063;61.1871;945
;1437860;9.4249;61.1879;908
;1437861;9.4434;61.1887;906
;1437862;9.4619;61.1894;906
;1437863;9.4804;61.1902;906
;1437864;9.4989;61.1909;909
;1437865;9.5174;61.1917;949
;1437866;9.5359;61.1924;1074
;1439048;9.2969;61.1736;926
;1439049;9.3154;61.1743;938
;1439050;9.3339;61.1751;871
;1439051;9.3524;61.1759;865
;1439052;9.3709;61.1767;885
;1439053;9.3894;61.1774;917
;1439054;9.4079;61.1782;950
;1439055;9.4264;61.179;983
;1439056;9.4449;61.1797;906
;1439057;9.4635;61.1805;906
;1439058;9.482;61.1813;906
;1439059;9.5005;61.182;952
;1439060;9.519;61.1828;1057
;1439061;9.5375;61.1835;1084
;1440245;9.3355;61.1662;912
;1440246;9.354;61.167;873
;1440247;9.3725;61.1677;859
;1440248;9.391;61.1685;861
;1440249;9.4095;61.1693;885
;1440250;9.428;61.17;965
;1440251;9.4465;61.1708;950
;1440252;9.465;61.1716;906
;1440253;9.4835;61.1723;932
;1440254;9.502;61.1731;1023
;1440255;9.5205;61.1738;1102
;1440256;9.539;61.1746;1064
;1441441;9.3556;61.158;1041
;1441442;9.3741;61.1588;973
;1441443;9.3926;61.1596;905
;1441444;9.4111;61.1603;862
;1441445;9.4296;61.1611;898
;1441446;9.4481;61.1619;916
;1441447;9.4666;61.1626;940
;1441448;9.4851;61.1634;916
;1441449;9.5036;61.1641;1022
;1441450;9.5221;61.1649;1061
;1441451;9.5406;61.1656;1070
;1441452;9.5591;61.1664;1035
;1442637;9.3757;61.1499;1058
;1442638;9.3942;61.1506;1030
;1442639;9.4127;61.1514;875
;1442640;9.4312;61.1522;851
;1442641;9.4497;61.1529;870
;1442642;9.4682;61.1537;915
;1442643;9.4867;61.1544;856
;1442644;9.5051;61.1552;1005
;1442645;9.5236;61.156;1030
;1442646;9.5421;61.1567;1006
;1442647;9.5606;61.1574;1021
;1442648;9.5791;61.1582;1033
;1442649;9.5976;61.1589;1169
;1443831;9.3588;61.1402;1026
;1443832;9.3773;61.1409;1036
;1443833;9.3958;61.1417;1035
;1443834;9.4143;61.1425;944
;1443835;9.4328;61.1432;843
;1443836;9.4512;61.144;818
;1443837;9.4697;61.1448;852
;1443838;9.4882;61.1455;877
;1443839;9.5067;61.1463;915
;1443840;9.5252;61.147;1056
;1443841;9.5437;61.1478;957
;1443842;9.5622;61.1485;1001
;1443843;9.5807;61.1493;1036
;1443844;9.5992;61.15;1071
;1443845;9.6177;61.1507;1171
;1443846;9.6362;61.1515;1124
;1443847;9.6546;61.1522;1117
;1443848;9.6732;61.1529;1162
;1443849;9.6917;61.1537;1211
;1445026;9.3604;61.1312;1000
;1445027;9.3789;61.132;992
;1445028;9.3974;61.1328;992
;1445029;9.4158;61.1335;977
;1445030;9.4343;61.1343;889
;1445031;9.4528;61.1351;820
;1445032;9.4713;61.1358;839
;1445033;9.4898;61.1366;845
;1445034;9.5083;61.1373;866
;1445035;9.5267;61.1381;875
;1445036;9.5452;61.1388;895
;1445037;9.5637;61.1396;944
;1445038;9.5822;61.1403;1061
;1445039;9.6007;61.1411;1085
;1445040;9.6192;61.1418;1127
;1445041;9.6377;61.1425;1112
;1445042;9.6562;61.1433;1061
;1445043;9.6747;61.144;1093
;1445044;9.6931;61.1447;1102
;1445045;9.7116;61.1455;1055
;1446217;9.2881;61.1192;1106
;1446218;9.3066;61.12;1047
;1446219;9.3251;61.1207;1025
;1446220;9.3435;61.1215;1013
;1446221;9.362;61.1223;981
;1446222;9.3805;61.1231;961
;1446223;9.399;61.1238;963
;1446224;9.4174;61.1246;1024
;1446225;9.4359;61.1254;940
;1446226;9.4544;61.1261;847
;1446227;9.4729;61.1269;816
;1446228;9.4913;61.1276;834
;1446229;9.5098;61.1284;857
;1446230;9.5283;61.1291;919
;1446231;9.5468;61.1299;964
;1446232;9.5653;61.1306;898
;1446233;9.5837;61.1314;940
;1446234;9.6022;61.1321;1041
;1446235;9.6207;61.1329;1063
;1446236;9.6392;61.1336;1033
;1446237;9.6577;61.1343;997
;1446238;9.6762;61.1351;1019
;1446239;9.6947;61.1358;1037
;1447413;9.3082;61.111;1030
;1447414;9.3267;61.1118;999
;1447415;9.3451;61.1126;1029
;1447416;9.3636;61.1134;1019
;1447417;9.3821;61.1141;1010
;1447418;9.4005;61.1149;985
;1447419;9.419;61.1157;974
;1447420;9.4375;61.1164;980
;1447421;9.456;61.1172;927
;1447422;9.4744;61.1179;805
;1447423;9.4929;61.1187;801
;1447424;9.5114;61.1195;854
;1447425;9.5299;61.1202;906
;1447426;9.5483;61.121;916
;1447427;9.5668;61.1217;895
;1447428;9.5853;61.1224;908
;1447429;9.6038;61.1232;927
;1447430;9.6222;61.1239;993
;1447431;9.6407;61.1247;980
;1447432;9.6592;61.1254;963
;1447433;9.6777;61.1261;963
;1447434;9.6962;61.1268;963
;1447435;9.7146;61.1276;981
;1448608;9.3098;61.1021;947
;1448609;9.3283;61.1029;917
;1448610;9.3468;61.1037;961
;1448611;9.3652;61.1044;996
;1448612;9.3837;61.1052;1023
;1448613;9.4021;61.106;1023
;1448614;9.4206;61.1067;1010
;1448615;9.4391;61.1075;1023
;1448616;9.4575;61.1083;992
;1448617;9.476;61.109;892
;1448618;9.4945;61.1098;801
;1448619;9.5129;61.1105;827
;1448620;9.5314;61.1113;915
;1448621;9.5499;61.112;946
;1448622;9.5683;61.1128;895
;1448623;9.5868;61.1135;905
;1448624;9.6053;61.1142;931
;1448625;9.6238;61.115;931
;1448626;9.6422;61.1157;938
;1448627;9.6607;61.1164;957
;1448628;9.6792;61.1172;956
;1448629;9.6977;61.1179;975
;1448630;9.7161;61.1186;990
;1449804;9.3299;61.0939;923
;1449805;9.3483;61.0947;911
;1449806;9.3668;61.0955;936
;1449807;9.3853;61.0963;974
;1449808;9.4037;61.097;997
;1449809;9.4222;61.0978;969
;1449810;9.4406;61.0986;960
;1449811;9.4591;61.0993;997
;1449812;9.4775;61.1001;962
;1449813;9.496;61.1008;801
;1449814;9.5145;61.1016;863
;1449815;9.5329;61.1023;891
;1449816;9.5514;61.1031;979
;1449817;9.5699;61.1038;904
;1449818;9.5883;61.1046;909
;1449819;9.6068;61.1053;916
;1449820;9.6253;61.106;924
;1449821;9.6438;61.1068;932
;1449822;9.6622;61.1075;946
;1449823;9.6807;61.1082;955
;1449824;9.6992;61.109;996
;1450999;9.3315;61.085;904
;1451000;9.3499;61.0858;913
;1451001;9.3684;61.0866;910
;1451002;9.3869;61.0873;940
;1451003;9.4053;61.0881;1014
;1451004;9.4237;61.0889;1029
;1451005;9.4422;61.0896;957
;1451006;9.4607;61.0904;952
;1451007;9.4791;61.0911;966
;1451008;9.4976;61.0919;891
;1451009;9.516;61.0926;844
;1451010;9.5345;61.0934;906
;1451011;9.5529;61.0941;973
;1451012;9.5714;61.0949;897
;1451013;9.5899;61.0956;934
;1451014;9.6083;61.0964;950
;1451015;9.6268;61.0971;957
;1451016;9.6453;61.0978;977
;1451017;9.6637;61.0986;984
;1451018;9.6822;61.0993;995
;1451019;9.7007;61.1;1033
;1452193;9.3147;61.0753;950
;1452194;9.3331;61.0761;860
;1452195;9.3515;61.0768;875
;1452196;9.37;61.0776;886
;1452197;9.3884;61.0784;912
;1452198;9.4069;61.0792;961
;1452199;9.4253;61.0799;992
;1452200;9.4438;61.0807;985
;1452201;9.4622;61.0814;915
;1452202;9.4807;61.0822;926
;1452203;9.4991;61.083;858
;1452204;9.5176;61.0837;826
;1452205;9.536;61.0845;906
;1452206;9.5545;61.0852;936
;1452207;9.573;61.0859;898
;1452208;9.5914;61.0867;970
;1452209;9.6099;61.0874;949
;1452210;9.6283;61.0882;1012
;1452211;9.6468;61.0889;1006
;1452212;9.6652;61.0896;1005
;1452213;9.6837;61.0904;1030
;1452214;9.7022;61.0911;1014
;1452215;9.7206;61.0918;1060
;1453388;9.3163;61.0664;929
;1453389;9.3347;61.0671;780
;1453390;9.3531;61.0679;805
;1453391;9.3716;61.0687;828
;1453392;9.39;61.0695;835
;1453393;9.4085;61.0702;898
;1453394;9.4269;61.071;972
;1453395;9.4453;61.0717;1027
;1453396;9.4638;61.0725;1008
;1453397;9.4822;61.0733;877
;1453398;9.5007;61.074;842
;1453399;9.5191;61.0748;769
;1453400;9.5376;61.0755;881
;1453401;9.556;61.0763;917
;1453402;9.5745;61.077;891
;1453403;9.5929;61.0778;936
;1453404;9.6114;61.0785;949
;1453405;9.6298;61.0792;947
;1453406;9.6483;61.08;966
;1453407;9.6667;61.0807;1014
;1453408;9.6852;61.0814;1044
;1453409;9.7037;61.0821;1084
;1453410;9.7221;61.0829;1155
;1454583;9.3179;61.0574;899
;1454584;9.3363;61.0582;858
;1454585;9.3547;61.059;734
;1454586;9.3732;61.0598;762
;1454587;9.3916;61.0605;751
;1454588;9.41;61.0613;739
;1454589;9.4285;61.0621;829
;1454590;9.4469;61.0628;892
;1454591;9.4654;61.0636;922
;1454592;9.4838;61.0643;924
;1454593;9.5022;61.0651;801
;1454594;9.5207;61.0658;723
;1454595;9.5391;61.0666;875
;1454596;9.5576;61.0673;881
;1454597;9.576;61.0681;879
;1454598;9.5945;61.0688;904
;1454599;9.6129;61.0696;920
;1454600;9.6313;61.0703;983
;1454601;9.6498;61.071;1031
;1454602;9.6683;61.0718;1007
;1454603;9.6867;61.0725;1008
;1454604;9.7052;61.0732;1011
;1455778;9.3195;61.0485;934
;1455779;9.3379;61.0493;882
;1455780;9.3563;61.05;774
;1455781;9.3748;61.0508;718
;1455782;9.3932;61.0516;739
;1455783;9.4116;61.0524;729
;1455784;9.43;61.0531;698
;1455785;9.4485;61.0539;743
;1455786;9.4669;61.0546;852
;1455787;9.4853;61.0554;944
;1455788;9.5038;61.0561;888
;1455789;9.5222;61.0569;749
;1455790;9.5407;61.0576;758
;1455791;9.5591;61.0584;844
;1455792;9.5775;61.0591;851
;1455793;9.596;61.0599;871
;1455794;9.6144;61.0606;896
;1455795;9.6329;61.0614;908
;1455796;9.6513;61.0621;968
;1455797;9.6698;61.0628;1058
;1456974;9.3395;61.0403;921
;1456975;9.3579;61.0411;846
;1456976;9.3764;61.0419;875
;1456977;9.3948;61.0427;913
;1456978;9.4132;61.0434;977
;1456979;9.4316;61.0442;890
;1456980;9.4501;61.0449;698
;1456981;9.4685;61.0457;750
;1456982;9.4869;61.0465;812
;1456983;9.5053;61.0472;879
;1456984;9.5238;61.048;813
;1456985;9.5422;61.0487;663
;1456986;9.5606;61.0495;744
;1456987;9.5791;61.0502;805
;1456988;9.5975;61.0509;931
;1456989;9.6159;61.0517;897
;1456990;9.6344;61.0524;925
;1456991;9.6528;61.0531;1069
;1458171;9.3779;61.0329;930
;1458172;9.3963;61.0337;1019
;1458173;9.4148;61.0345;993
;1458174;9.4332;61.0352;1043
;1458175;9.4516;61.036;819
;1458176;9.47;61.0368;699
;1458177;9.4885;61.0375;781
;1458178;9.5069;61.0383;792
;1458179;9.5253;61.039;804
;1458180;9.5437;61.0398;706
;1458181;9.5622;61.0405;701
;1458182;9.5806;61.0413;763
;1458183;9.599;61.042;966
;1458184;9.6175;61.0427;894
;1458185;9.6359;61.0435;940
;1458186;9.6543;61.0442;1060
;1458187;9.6728;61.0449;1051
;1459299;8.1482;60.9669;1236
;1459300;8.1666;60.9678;1139
;1459367;9.3979;61.0248;972
;1459368;9.4164;61.0255;959
;1459369;9.4348;61.0263;1002
;1459370;9.4532;61.0271;912
;1459371;9.4716;61.0278;756
;1459372;9.49;61.0286;682
;1459373;9.5084;61.0293;804
;1459374;9.5269;61.0301;881
;1459375;9.5453;61.0308;711
;1459376;9.5637;61.0316;719
;1459377;9.5821;61.0323;739
;1459378;9.6006;61.0331;959
;1459379;9.619;61.0338;903
;1459380;9.6374;61.0345;947
;1459381;9.6558;61.0353;971
;1460494;8.1502;60.9579;1407
;1460495;8.1685;60.9589;1101
;1460496;8.1868;60.9598;1477
;1460563;9.4179;61.0166;1010
;1460564;9.4363;61.0174;1044
;1460565;9.4548;61.0181;1006
;1460566;9.4732;61.0189;910
;1460567;9.4916;61.0196;785
;1460568;9.51;61.0204;671
;1460569;9.5284;61.0211;733
;1460570;9.5468;61.0219;711
;1460571;9.5652;61.0226;787
;1460572;9.5837;61.0234;694
;1460573;9.6021;61.0241;930
;1460574;9.6205;61.0249;924
;1460575;9.6389;61.0256;937
;1460576;9.6573;61.0263;916
;1461689;8.1521;60.949;1207
;1461690;8.1704;60.95;1096
;1461691;8.1888;60.9509;1422
;1461692;8.2071;60.9518;1532
;1461759;9.4379;61.0084;1129
;1461760;9.4563;61.0092;1086
;1461761;9.4747;61.01;1049
;1461762;9.4931;61.0107;872
;1461763;9.5115;61.0115;713
;1461764;9.53;61.0122;578
;1461765;9.5484;61.013;627
;1461766;9.5668;61.0137;721
;1461767;9.5852;61.0144;732
;1461768;9.6036;61.0152;864
;1461769;9.622;61.0159;923
;1461770;9.6404;61.0167;804
;1461771;9.6589;61.0174;890
;1462876;8.0075;60.9326;1626
;1462877;8.0258;60.9335;1548
;1462878;8.0441;60.9345;1410
;1462883;8.1357;60.9392;1364
;1462884;8.154;60.9401;1451
;1462885;8.1723;60.9411;1040
;1462886;8.1907;60.942;1450
;1462887;8.209;60.9429;1354
;1462888;8.2273;60.9438;1316
;1462954;9.4395;60.9995;1063
;1462955;9.4579;61.0003;1070
;1462956;9.4763;61.001;917
;1462957;9.4947;61.0018;896
;1462958;9.5131;61.0025;730
;1462959;9.5315;61.0033;609
;1462960;9.5499;61.004;517
;1462961;9.5683;61.0048;594
;1462962;9.5867;61.0055;756
;1462963;9.6051;61.0062;775
;1462964;9.6235;61.007;871
;1462965;9.6419;61.0077;844
;1462966;9.6604;61.0085;832
;1462967;9.6788;61.0092;889
;1464072;8.0278;60.9246;1585
;1464073;8.0461;60.9256;1396
;1464074;8.0644;60.9265;1399
;1464077;8.1193;60.9293;1250
;1464078;8.1376;60.9303;1223
;1464079;8.1559;60.9312;1367
;1464080;8.1743;60.9321;1066
;1464081;8.1926;60.9331;1003
;1464082;8.2109;60.934;1104
;1464083;8.2292;60.9349;1302
;1464084;8.2476;60.9359;1147
;1464149;9.441;60.9906;1066
;1464150;9.4594;60.9913;974
;1464151;9.4778;60.9921;877
;1464152;9.4962;60.9928;863
;1464153;9.5146;60.9936;780
;1464154;9.533;60.9943;616
;1464155;9.5514;60.9951;520
;1464156;9.5698;60.9958;541
;1464157;9.5882;60.9966;746
;1464158;9.6067;60.9973;676
;1464159;9.6251;60.998;793
;1464160;9.6435;60.9988;811
;1464161;9.6619;60.9995;785
;1464162;9.6803;61.0002;809
;1464163;9.6987;61.001;831
;1465267;8.0297;60.9157;1669
;1465268;8.048;60.9166;1502
;1465269;8.0663;60.9176;1457
;1465270;8.0846;60.9185;1366
;1465271;8.1029;60.9195;1265
;1465272;8.1212;60.9204;1268
;1465273;8.1396;60.9214;1231
;1465274;8.1579;60.9223;1227
;1465275;8.1762;60.9232;1213
;1465276;8.1945;60.9242;983
;1465277;8.2128;60.9251;993
;1465278;8.2311;60.926;1110
;1465279;8.2494;60.9269;1110
;1465280;8.2678;60.9279;1133
;1465281;8.2861;60.9288;1258
;1465343;9.4242;60.9809;1070
;1465344;9.4426;60.9816;1050
;1465345;9.461;60.9824;1037
;1465346;9.4794;60.9831;854
;1465347;9.4978;60.9839;813
;1465348;9.5162;60.9847;789
;1465349;9.5346;60.9854;657
;1465350;9.553;60.9861;543
;1465351;9.5714;60.9869;519
;1465352;9.5898;60.9876;675
;1465353;9.6082;60.9884;599
;1465354;9.6266;60.9891;718
;1465355;9.645;60.9898;815
;1465356;9.6634;60.9906;817
;1465357;9.6818;60.9913;809
;1465358;9.7002;60.992;878
;1466462;8.0317;60.9068;1702
;1466463;8.05;60.9077;1674
;1466464;8.0683;60.9087;1460
;1466465;8.0866;60.9096;1337
;1466466;8.1049;60.9106;1352
;1466467;8.1232;60.9115;1337
;1466468;8.1415;60.9124;1333
;1466469;8.1598;60.9134;1384
;1466470;8.1781;60.9143;1343
;1466471;8.1964;60.9152;1281
;1466472;8.2147;60.9162;960
;1466473;8.233;60.9171;1062
;1466474;8.2513;60.918;1208
;1466475;8.2697;60.9189;1105
;1466476;8.288;60.9199;1189
;1466538;9.4258;60.9719;1041
;1466539;9.4442;60.9727;1111
;1466540;9.4626;60.9735;911
;1466541;9.4809;60.9742;836
;1466542;9.4993;60.975;828
;1466543;9.5177;60.9757;813
;1466544;9.5361;60.9765;728
;1466545;9.5545;60.9772;613
;1466546;9.5729;60.978;519
;1466547;9.5913;60.9787;486
;1466548;9.6097;60.9794;607
;1466549;9.6281;60.9802;761
;1466550;9.6465;60.9809;862
;1466551;9.6649;60.9816;856
;1466552;9.6833;60.9824;799
;1466553;9.7017;60.9831;909
;1467657;8.0336;60.8979;1729
;1467658;8.0519;60.8988;1676
;1467659;8.0702;60.8998;1553
;1467660;8.0885;60.9007;1478
;1467661;8.1068;60.9017;1514
;1467662;8.1251;60.9026;1474
;1467663;8.1434;60.9035;1468
;1467664;8.1617;60.9045;1376
;1467665;8.18;60.9054;1496
;1467666;8.1983;60.9063;1511
;1467667;8.2166;60.9073;1000
;1467668;8.2349;60.9082;954
;1467669;8.2532;60.9091;1260
;1467670;8.2715;60.91;1046
;1467671;8.2899;60.9109;1152
;1467672;8.3082;60.9119;1253
;1467673;8.3265;60.9128;1282
;1467674;8.3448;60.9137;1396
;1467733;9.4274;60.963;901
;1467734;9.4457;60.9638;892
;1467735;9.4641;60.9645;888
;1467736;9.4825;60.9653;893
;1467737;9.5009;60.966;946
;1467738;9.5193;60.9668;855
;1467739;9.5377;60.9675;872
;1467740;9.556;60.9683;760
;1467741;9.5744;60.969;642
;1467742;9.5928;60.9698;526
;1467743;9.6112;60.9705;435
;1467744;9.6296;60.9712;689
;1467745;9.648;60.972;816
;1467746;9.6664;60.9727;862
;1468853;8.0539;60.8899;1750
;1468854;8.0722;60.8909;1647
;1468855;8.0904;60.8918;1532
;1468856;8.1087;60.8927;1540
;1468857;8.127;60.8937;1476
;1468858;8.1453;60.8946;1508
;1468859;8.1636;60.8956;1488
;1468860;8.1819;60.8965;1396
;1468861;8.2002;60.8974;1351
;1468862;8.2185;60.8983;1130
;1468863;8.2368;60.8993;954
;1468864;8.2551;60.9002;965
;1468865;8.2734;60.9011;945
;1468866;8.2917;60.902;900
;1468867;8.31;60.9029;932
;1468868;8.3284;60.9039;1204
;1468869;8.3467;60.9048;1284
;1468929;9.4473;60.9548;969
;1468930;9.4657;60.9556;1029
;1468936;9.5759;60.9601;682
;1468937;9.5943;60.9608;583
;1468938;9.6127;60.9616;504
;1468939;9.6311;60.9623;571
;1468940;9.6495;60.963;799
;1468941;9.6679;60.9638;828
;1468942;9.6863;60.9645;864
;1470049;8.0741;60.8819;1667
;1470050;8.0924;60.8829;1694
;1470052;8.129;60.8848;1562
;1470053;8.1472;60.8857;1516
;1470054;8.1655;60.8866;1489
;1470055;8.1838;60.8876;1508
;1470056;8.2021;60.8885;1576
;1470057;8.2204;60.8894;1454
;1470058;8.2387;60.8904;1167
;1470059;8.257;60.8913;1025
;1470060;8.2753;60.8922;1022
;1470061;8.2936;60.8931;1027
;1470062;8.3119;60.894;951
;1470063;8.3302;60.8949;929
;1470132;9.5959;60.9519;630
;1470133;9.6142;60.9526;483
;1471249;8.1674;60.8777;1625
;1471250;8.1857;60.8787;1621
;1471252;8.2223;60.8805;1475
;1471253;8.2406;60.8814;1379
;1471254;8.2589;60.8824;1321
;1471255;8.2772;60.8833;1340
;1471256;8.2955;60.8842;1324
;1471257;8.3138;60.8851;1324
;1472448;8.2425;60.8725;1593
;1472449;8.2608;60.8734;1436
;1476196;11.2404;60.9629;675
;1476197;11.2588;60.9635;715
;1477391;11.2415;60.954;698
;1477392;11.2599;60.9545;735
;1477393;11.2783;60.955;694
;1478585;11.2241;60.9445;680
;1478586;11.2425;60.945;659
;1478587;11.2609;60.9455;637
;1478588;11.2794;60.946;649
;1478589;11.2978;60.9466;609
;1478590;11.3162;60.9471;651
;1479779;11.2068;60.935;717
;1479780;11.2252;60.9355;674
;1479781;11.2436;60.9361;614
;1479782;11.262;60.9366;588
;1479783;11.2804;60.9371;583
;1479784;11.2988;60.9376;555
;1479785;11.3172;60.9381;594
;1479786;11.3357;60.9386;622
;1479787;11.3541;60.9391;620
;1480975;11.2262;60.9266;641
;1480976;11.2446;60.9271;579
;1480977;11.263;60.9276;567
;1480978;11.2815;60.9281;547
;1480979;11.2999;60.9286;506
;1480980;11.3183;60.9291;535
;1480981;11.3367;60.9296;574
;1482170;11.2273;60.9176;621
;1482171;11.2457;60.9181;564
;1482172;11.2641;60.9187;562
;1482173;11.2825;60.9192;530
;1482174;11.3009;60.9197;484
;1482175;11.3193;60.9202;482
;1482176;11.3377;60.9207;521
;1483367;11.2651;60.9097;506
;1483368;11.2835;60.9102;482
;1483369;11.3019;60.9107;445
;1483370;11.3203;60.9112;445
;1483371;11.3387;60.9117;456
;1484564;11.303;60.9018;415
;1484565;11.3214;60.9023;412
;1484566;11.3398;60.9028;418
;1485760;11.3224;60.8933;379
;1497598;9.2837;60.7319;1090
;1497599;9.302;60.7327;1165
;1498791;9.2489;60.7214;996
;1498792;9.2671;60.7222;943
;1498793;9.2853;60.723;1040
;1498794;9.3036;60.7238;1086
;1498795;9.3218;60.7245;1022
;1499985;9.2322;60.7117;1069
;1499986;9.2505;60.7125;1072
;1499987;9.2687;60.7133;928
;1499988;9.2869;60.7141;946
;1499989;9.3052;60.7148;917
;1499990;9.3234;60.7156;935
;1499991;9.3416;60.7164;907
;1499992;9.3599;60.7172;856
;1501180;9.2338;60.7028;1043
;1501181;9.2521;60.7036;1060
;1501182;9.2703;60.7043;1039
;1501183;9.2885;60.7051;942
;1501184;9.3068;60.7059;860
;1501185;9.325;60.7067;841
;1501186;9.3432;60.7074;834
;1501187;9.3614;60.7082;829
;1501188;9.3797;60.709;827
;1501189;9.3979;60.7098;824
;1501191;9.4344;60.7113;841
;1501192;9.4526;60.712;811
;1502375;9.2354;60.6938;991
;1502376;9.2537;60.6946;929
;1502377;9.2719;60.6954;885
;1502378;9.2901;60.6962;873
;1502379;9.3083;60.697;820
;1502380;9.3266;60.6977;820
;1502381;9.3448;60.6985;820
;1502382;9.363;60.6993;839
;1502383;9.3812;60.7001;840
;1502384;9.3995;60.7008;817
;1502385;9.4177;60.7016;783
;1502386;9.4359;60.7023;780
;1502387;9.4542;60.7031;798
;1503569;9.2188;60.6841;1089
;1503570;9.2371;60.6849;960
;1503571;9.2553;60.6857;937
;1503572;9.2735;60.6865;943
;1503573;9.2917;60.6873;968
;1503574;9.3099;60.688;952
;1503575;9.3281;60.6888;880
;1503576;9.3464;60.6896;828
;1503577;9.3646;60.6903;830
;1503578;9.3828;60.6911;812
;1503579;9.401;60.6919;799
;1503580;9.4192;60.6926;797
;1503581;9.4375;60.6934;845
;1503582;9.4557;60.6942;877
;1503583;9.4739;60.6949;916
;1504764;9.2204;60.6752;1065
;1504765;9.2387;60.676;1046
;1504766;9.2569;60.6768;1004
;1504767;9.2751;60.6775;1035
;1504768;9.2933;60.6783;1033
;1504769;9.3115;60.6791;948
;1504770;9.3297;60.6799;924
;1504771;9.3479;60.6806;841
;1504772;9.3661;60.6814;813
;1504773;9.3844;60.6822;833
;1504774;9.4026;60.6829;830
;1504775;9.4208;60.6837;849
;1504776;9.439;60.6845;889
;1505959;9.222;60.6663;1145
