"FID_";"TABID";"POINT_X";"POINT_Y";"demH"
;1569176;7.196;60.0848;1268
;1569177;7.2138;60.0858;1322
;1569178;7.2316;60.0869;1266
;1569179;7.2494;60.0879;1178
;1569180;7.2672;60.089;1166
;1569181;7.285;60.09;1150
;1569182;7.3028;60.0911;1223
;1569183;7.3207;60.0921;1300
;1569184;7.3385;60.0931;1371
;1569185;7.3563;60.0942;1360
;1569186;7.3741;60.0952;1337
;1569187;7.3919;60.0962;1286
;1569188;7.4097;60.0973;1305
;1569189;7.4276;60.0983;1245
;1569190;7.4454;60.0993;1308
;1569194;7.5167;60.1034;1330
;1569195;7.5345;60.1044;1342
;1569197;7.5702;60.1064;1267
;1569198;7.588;60.1074;1236
;1569199;7.6059;60.1084;1262
;1569200;7.6237;60.1094;1315
;1569202;7.6594;60.1114;1381
;1569203;7.6772;60.1124;1356
;1569204;7.6951;60.1134;1320
;1569205;7.7129;60.1144;1294
;1569206;7.7308;60.1154;1229
;1569207;7.7486;60.1164;1261
;1569210;7.8022;60.1193;1310
;1569292;9.2698;60.1912;962
;1569293;9.2878;60.192;919
;1569294;9.3057;60.1928;995
;1569295;9.3237;60.1935;972
;1569296;9.3416;60.1943;757
;1569297;9.3596;60.1951;475
;1569298;9.3775;60.1958;370
;1569299;9.3955;60.1966;177
;1569300;9.4134;60.1974;331
;1569301;9.4314;60.1981;631
;1569375;10.7622;60.2474;499
;1569376;10.7802;60.248;507
;1569377;10.7982;60.2486;498
;1569378;10.8162;60.2491;563
;1569379;10.8342;60.2497;530
;1569380;10.8523;60.2503;538
;1569381;10.8703;60.2508;494
;1569382;10.8883;60.2514;441
;1569383;10.9063;60.2519;420
;1569384;10.9243;60.2525;354
;1569385;10.9424;60.2531;346
;1569386;10.9604;60.2536;286
;1569387;10.9784;60.2542;200
;1569388;10.9964;60.2547;180
;1569389;11.0144;60.2552;192
;1570363;7.0557;60.0673;1455
;1570364;7.0735;60.0684;1300
;1570365;7.0913;60.0695;1306
;1570366;7.1091;60.0706;1335
;1570367;7.1269;60.0716;1268
;1570368;7.1447;60.0727;1215
;1570369;7.1625;60.0738;1172
;1570370;7.1803;60.0748;1193
;1570371;7.1981;60.0759;1193
;1570372;7.2159;60.0769;1167
;1570373;7.2337;60.078;1167
;1570374;7.2515;60.079;1170
;1570375;7.2693;60.0801;1168
;1570376;7.2871;60.0811;1176
;1570377;7.3049;60.0822;1150
;1570378;7.3227;60.0832;1265
;1570379;7.3405;60.0842;1248
;1570380;7.3584;60.0853;1243
;1570381;7.3762;60.0863;1218
;1570382;7.394;60.0873;1187
;1570383;7.4118;60.0884;1217
;1570384;7.4296;60.0894;1221
;1570385;7.4475;60.0904;1250
;1570386;7.4653;60.0914;1341
;1570387;7.4831;60.0925;1335
;1570388;7.5009;60.0935;1319
;1570389;7.5187;60.0945;1327
;1570391;7.5544;60.0965;1309
;1570392;7.5722;60.0975;1248
;1570393;7.5901;60.0985;1197
;1570394;7.6079;60.0995;1238
;1570395;7.6257;60.1005;1312
;1570396;7.6436;60.1015;1223
;1570397;7.6614;60.1025;1317
;1570398;7.6792;60.1035;1365
;1570399;7.6971;60.1045;1365
;1570400;7.7149;60.1055;1312
;1570401;7.7327;60.1065;1204
;1570402;7.7506;60.1075;1216
;1570403;7.7684;60.1085;1261
;1570404;7.7863;60.1094;1295
;1570405;7.8041;60.1104;1266
;1570406;7.822;60.1114;1275
;1570486;9.2535;60.1815;880
;1570487;9.2714;60.1823;879
;1570488;9.2893;60.1831;792
;1570489;9.3073;60.1838;839
;1570490;9.3252;60.1846;782
;1570491;9.3432;60.1854;765
;1570492;9.3611;60.1861;452
;1570493;9.3791;60.1869;299
;1570494;9.397;60.1877;173
;1570495;9.4149;60.1884;200
;1570496;9.4329;60.1892;431
;1570497;9.4508;60.1899;654
;1570571;10.7813;60.239;571
;1570572;10.7994;60.2396;599
;1570573;10.8174;60.2402;538
;1570574;10.8354;60.2407;509
;1570575;10.8534;60.2413;542
;1570576;10.8714;60.2419;503
;1570577;10.8894;60.2424;515
;1570578;10.9074;60.243;510
;1570579;10.9254;60.2435;457
;1570580;10.9435;60.2441;428
;1570581;10.9615;60.2446;362
;1570582;10.9795;60.2452;205
;1570583;10.9975;60.2457;189
;1570584;11.0155;60.2463;196
;1571557;7.0401;60.0574;1479
;1571558;7.0578;60.0584;1406
;1571559;7.0756;60.0595;1345
;1571560;7.0934;60.0606;1501
;1571561;7.1112;60.0617;1366
;1571562;7.129;60.0627;1225
;1571563;7.1468;60.0638;1254
;1571564;7.1646;60.0649;1228
;1571565;7.1824;60.0659;1167
;1571566;7.2002;60.067;1167
;1571567;7.218;60.068;1167
;1571568;7.2358;60.0691;1180
;1571569;7.2536;60.0701;1183
;1571570;7.2714;60.0712;1189
;1571571;7.2892;60.0722;1176
;1571572;7.307;60.0733;1150
;1571573;7.3248;60.0743;1147
;1571574;7.3426;60.0753;1144
;1571575;7.3604;60.0764;1148
;1571576;7.3782;60.0774;1144
;1571577;7.396;60.0784;1167
;1571578;7.4139;60.0795;1138
;1571579;7.4317;60.0805;1151
;1571580;7.4495;60.0815;1170
;1571581;7.4673;60.0825;1256
;1571582;7.4851;60.0836;1298
;1571583;7.503;60.0846;1329
;1571584;7.5208;60.0856;1332
;1571585;7.5386;60.0866;1332
;1571586;7.5564;60.0876;1335
;1571587;7.5742;60.0886;1277
;1571588;7.5921;60.0896;1212
;1571589;7.6099;60.0906;1197
;1571590;7.6277;60.0916;1208
;1571591;7.6455;60.0926;1230
;1571592;7.6634;60.0936;1202
;1571593;7.6812;60.0946;1343
;1571594;7.699;60.0956;1355
;1571595;7.7169;60.0966;1240
;1571596;7.7347;60.0976;1177
;1571597;7.7526;60.0986;1206
;1571598;7.7704;60.0995;1254
;1571599;7.7882;60.1005;1230
;1571600;7.8061;60.1015;1320
;1571601;7.8239;60.1025;1334
;1571602;7.8418;60.1034;1256
;1571603;7.8596;60.1044;1253
;1571604;7.8775;60.1054;1278
;1571681;9.255;60.1726;781
;1571682;9.273;60.1733;721
;1571683;9.2909;60.1741;628
;1571684;9.3088;60.1749;616
;1571685;9.3268;60.1757;569
;1571686;9.3447;60.1764;758
;1571687;9.3626;60.1772;570
;1571688;9.3806;60.178;447
;1571689;9.3985;60.1787;266
;1571690;9.4165;60.1795;170
;1571691;9.4344;60.1802;316
;1571767;10.8005;60.2307;592
;1571768;10.8185;60.2312;517
;1571769;10.8365;60.2318;519
;1571770;10.8545;60.2324;522
;1571771;10.8725;60.2329;478
;1571772;10.8905;60.2335;421
;1571773;10.9086;60.234;440
;1571774;10.9266;60.2346;402
;1571775;10.9446;60.2351;370
;1571776;10.9626;60.2357;386
;1571777;10.9806;60.2362;203
;1571778;10.9986;60.2368;180
;1571779;11.0166;60.2373;195
;1572751;7.0244;60.0474;1549
;1572752;7.0422;60.0485;1398
;1572753;7.06;60.0496;1333
;1572754;7.0778;60.0506;1423
;1572755;7.0956;60.0517;1445
;1572756;7.1133;60.0528;1206
;1572757;7.1311;60.0538;1232
;1572758;7.1489;60.0549;1316
;1572759;7.1667;60.056;1203
;1572760;7.1845;60.057;1226
;1572761;7.2023;60.0581;1201
;1572762;7.2201;60.0591;1302
;1572763;7.2379;60.0602;1305
;1572764;7.2557;60.0612;1307
;1572765;7.2735;60.0623;1257
;1572766;7.2913;60.0633;1247
;1572767;7.3091;60.0644;1211
;1572768;7.3269;60.0654;1225
;1572769;7.3447;60.0664;1201
;1572770;7.3625;60.0675;1272
;1572771;7.3803;60.0685;1196
;1572772;7.3981;60.0695;1176
;1572773;7.4159;60.0706;1252
;1572774;7.4337;60.0716;1139
;1572775;7.4515;60.0726;1132
;1572776;7.4693;60.0736;1186
;1572777;7.4872;60.0747;1260
;1572778;7.505;60.0757;1283
;1572779;7.5228;60.0767;1309
;1572780;7.5406;60.0777;1312
;1572781;7.5584;60.0787;1284
;1572782;7.5763;60.0797;1214
;1572783;7.5941;60.0807;1229
;1572784;7.6119;60.0817;1275
;1572785;7.6297;60.0827;1355
;1572786;7.6476;60.0837;1355
;1572787;7.6654;60.0847;1255
;1572788;7.6832;60.0857;1180
;1572789;7.701;60.0867;1221
;1572790;7.7189;60.0877;1157
;1572791;7.7367;60.0887;1163
;1572792;7.7545;60.0897;1188
;1572793;7.7724;60.0906;1217
;1572794;7.7902;60.0916;1220
;1572795;7.808;60.0926;1220
;1572796;7.8259;60.0936;1276
;1572797;7.8437;60.0945;1230
;1572798;7.8615;60.0955;1237
;1572799;7.8794;60.0965;1282
;1572800;7.8972;60.0974;1324
;1572876;9.2566;60.1636;792
;1572877;9.2745;60.1644;670
;1572878;9.2925;60.1652;689
;1572879;9.3104;60.166;748
;1572880;9.3283;60.1667;631
;1572881;9.3462;60.1675;606
;1572882;9.3642;60.1683;525
;1572883;9.3821;60.169;362
;1572884;9.4001;60.1698;203
;1572885;9.418;60.1706;177
;1572961;10.7837;60.2211;592
;1572962;10.8017;60.2217;582
;1572963;10.8197;60.2223;488
;1572964;10.8377;60.2228;510
;1572965;10.8557;60.2234;542
;1572966;10.8737;60.224;550
;1572967;10.8917;60.2245;414
;1572968;10.9097;60.2251;421
;1572969;10.9277;60.2256;370
;1572970;10.9457;60.2262;319
;1572971;10.9637;60.2267;252
;1572972;10.9817;60.2273;190
;1572973;10.9997;60.2278;182
;1572974;11.0177;60.2284;198
;1572978;11.0898;60.2305;205
;1573945;7.0088;60.0374;1505
;1573946;7.0266;60.0385;1485
;1573947;7.0444;60.0396;1425
;1573948;7.0621;60.0407;1219
;1573949;7.0799;60.0417;1226
;1573950;7.0977;60.0428;1232
;1573951;7.1155;60.0439;1354
;1573952;7.1333;60.0449;1322
;1573953;7.1511;60.046;1233
;1573954;7.1688;60.0471;1246
;1573955;7.1866;60.0481;1274
;1573956;7.2044;60.0492;1327
;1573957;7.2222;60.0502;1325
;1573958;7.24;60.0513;1317
;1573959;7.2578;60.0523;1311
;1573960;7.2756;60.0534;1301
;1573961;7.2934;60.0544;1293
;1573962;7.3112;60.0555;1276
;1573963;7.329;60.0565;1248
;1573964;7.3468;60.0575;1276
;1573965;7.3646;60.0586;1285
;1573966;7.3824;60.0596;1238
;1573967;7.4002;60.0606;1241
;1573968;7.418;60.0617;1252
;1573969;7.4358;60.0627;1233
;1573970;7.4536;60.0637;1135
;1573971;7.4714;60.0647;1120
;1573972;7.4892;60.0658;1187
;1573973;7.507;60.0668;1265
;1573974;7.5248;60.0678;1282
;1573975;7.5426;60.0688;1274
;1573976;7.5605;60.0698;1239
;1573977;7.5783;60.0708;1224
;1573978;7.5961;60.0718;1258
;1573979;7.6139;60.0728;1258
;1573980;7.6317;60.0738;1351
;1573981;7.6495;60.0748;1333
;1573982;7.6674;60.0758;1244
;1573983;7.6852;60.0768;1157
;1573984;7.703;60.0778;1153
;1573985;7.7208;60.0788;1153
;1573986;7.7387;60.0798;1179
;1573987;7.7565;60.0807;1188
;1573988;7.7743;60.0817;1225
;1573989;7.7922;60.0827;1281
;1573990;7.81;60.0837;1212
;1573991;7.8278;60.0847;1269
;1573992;7.8457;60.0856;1265
;1573993;7.8635;60.0866;1216
;1573994;7.8813;60.0876;1299
;1573995;7.8992;60.0885;1265
;1574071;9.2582;60.1547;773
;1574072;9.2761;60.1555;838
;1574073;9.294;60.1563;863
;1574074;9.3119;60.157;801
;1574075;9.3299;60.1578;794
;1574076;9.3478;60.1586;589
;1574077;9.3657;60.1593;424
;1574078;9.3836;60.1601;429
;1574079;9.4016;60.1609;454
;1574080;9.4195;60.1616;170
;1574155;10.7668;60.2116;541
;1574156;10.7848;60.2122;502
;1574157;10.8028;60.2127;496
;1574158;10.8208;60.2133;487
;1574159;10.8388;60.2139;483
;1574160;10.8568;60.2144;466
;1574161;10.8748;60.215;493
;1574162;10.8928;60.2156;412
;1574163;10.9108;60.2161;324
;1574164;10.9288;60.2167;320
;1574165;10.9468;60.2172;239
;1574166;10.9648;60.2178;179
;1574167;10.9828;60.2183;161
;1574168;11.0008;60.2189;180
;1574169;11.0188;60.2194;190
;1574170;11.0368;60.22;199
;1574171;11.0548;60.2205;193
;1574172;11.0728;60.221;193
;1574173;11.0908;60.2216;207
;1575141;7.0287;60.0296;1212
;1575142;7.0465;60.0307;1214
;1575143;7.0643;60.0318;1252
;1575144;7.0821;60.0328;1354
;1575145;7.0998;60.0339;1385
;1575146;7.1176;60.035;1366
;1575147;7.1354;60.036;1298
;1575148;7.1532;60.0371;1325
;1575149;7.171;60.0382;1378
;1575150;7.1887;60.0392;1377
;1575151;7.2065;60.0403;1344
;1575152;7.2243;60.0413;1373
;1575153;7.2421;60.0424;1328
;1575154;7.2599;60.0434;1362
;1575155;7.2777;60.0445;1342
;1575156;7.2955;60.0455;1344
;1575157;7.3133;60.0466;1241
;1575158;7.331;60.0476;1234
;1575159;7.3488;60.0486;1249
;1575160;7.3666;60.0497;1242
;1575161;7.3844;60.0507;1232
;1575162;7.4022;60.0517;1137
;1575163;7.42;60.0528;1172
;1575164;7.4378;60.0538;1156
;1575165;7.4556;60.0548;1237
;1575166;7.4734;60.0558;1112
;1575167;7.4912;60.0569;1112
;1575168;7.509;60.0579;1134
;1575169;7.5269;60.0589;1211
;1575170;7.5447;60.0599;1273
;1575171;7.5625;60.0609;1226
;1575172;7.5803;60.0619;1234
;1575173;7.5981;60.0629;1306
;1575174;7.6159;60.0639;1329
;1575175;7.6337;60.0649;1276
;1575176;7.6515;60.0659;1204
;1575177;7.6694;60.0669;1252
;1575178;7.6872;60.0679;1289
;1575179;7.705;60.0689;1256
;1575180;7.7228;60.0699;1154
;1575181;7.7406;60.0709;1216
;1575182;7.7585;60.0718;1217
;1575183;7.7763;60.0728;1211
;1575184;7.7941;60.0738;1218
;1575185;7.8119;60.0748;1221
;1575186;7.8298;60.0757;1212
;1575187;7.8476;60.0767;1212
;1575188;7.8654;60.0777;1231
;1575189;7.8833;60.0786;1322
;1575190;7.9011;60.0796;1306
;1575191;7.9189;60.0806;1326
;1575268;9.2956;60.1473;810
;1575269;9.3135;60.1481;746
;1575270;9.3314;60.1489;700
;1575271;9.3493;60.1496;647
;1575272;9.3673;60.1504;626
;1575273;9.3852;60.1512;500
;1575275;9.421;60.1527;240
;1575351;10.786;60.2032;542
;1575352;10.8039;60.2038;461
;1575353;10.8219;60.2044;436
;1575354;10.8399;60.2049;412
;1575355;10.8579;60.2055;361
;1575356;10.8759;60.206;420
;1575357;10.8939;60.2066;343
;1575358;10.9119;60.2072;324
;1575359;10.9299;60.2077;243
;1575360;10.9479;60.2083;216
;1575361;10.9659;60.2088;158
;1575362;10.9839;60.2094;157
;1575363;11.0019;60.2099;185
;1575364;11.0199;60.2105;179
;1575365;11.0379;60.211;187
;1575366;11.0559;60.2115;186
;1575367;11.0739;60.2121;202
;1575368;11.0919;60.2126;211
;1576336;7.0309;60.0207;1408
;1576337;7.0487;60.0218;1498
;1576338;7.0664;60.0229;1378
;1576339;7.0842;60.0239;1426
;1576340;7.102;60.025;1554
;1576341;7.1198;60.0261;1473
;1576342;7.1375;60.0272;1383
;1576343;7.1553;60.0282;1358
;1576344;7.1731;60.0293;1423
;1576345;7.1908;60.0303;1399
;1576346;7.2086;60.0314;1420
;1576347;7.2264;60.0324;1374
;1576348;7.2442;60.0335;1356
;1576349;7.262;60.0345;1280
;1576350;7.2798;60.0356;1299
;1576351;7.2975;60.0366;1195
;1576352;7.3153;60.0377;1150
;1576353;7.3331;60.0387;1180
;1576354;7.3509;60.0397;1137
;1576355;7.3687;60.0408;1134
;1576356;7.3865;60.0418;1139
;1576357;7.4043;60.0428;1138
;1576358;7.4221;60.0439;1122
;1576359;7.4399;60.0449;1115
;1576360;7.4577;60.0459;1140
;1576361;7.4755;60.0469;1205
;1576362;7.4933;60.048;1203
;1576363;7.5111;60.049;1238
;1576364;7.5289;60.05;1154
;1576365;7.5467;60.051;1276
;1576366;7.5645;60.052;1293
;1576367;7.5823;60.053;1218
;1576368;7.6001;60.054;1391
;1576369;7.6179;60.055;1391
;1576370;7.6357;60.056;1207
;1576371;7.6535;60.057;1242
;1576372;7.6713;60.058;1330
;1576373;7.6891;60.059;1384
;1576374;7.707;60.06;1387
;1576375;7.7248;60.061;1154
;1576376;7.7426;60.062;1243
;1576377;7.7604;60.0629;1244
;1576378;7.7782;60.0639;1210
;1576379;7.7961;60.0649;1210
;1576380;7.8139;60.0659;1215
;1576381;7.8317;60.0668;1212
;1576382;7.8495;60.0678;1234
;1576383;7.8674;60.0688;1229
;1576384;7.8852;60.0697;1313
;1576385;7.903;60.0707;1342
;1576386;7.9208;60.0717;1413
;1576387;7.9387;60.0726;1390
;1576464;9.315;60.1392;806
;1576465;9.3329;60.1399;717
;1576547;10.8051;60.1948;506
;1576548;10.8231;60.1954;499
;1576549;10.8411;60.196;537
;1576550;10.8591;60.1965;418
;1576551;10.877;60.1971;335
;1576552;10.895;60.1977;305
;1576553;10.913;60.1982;280
;1576554;10.931;60.1988;289
;1576555;10.949;60.1993;231
;1576556;10.967;60.1999;178
;1576557;10.985;60.2004;148
;1576558;11.003;60.201;177
;1576559;11.021;60.2015;179
;1576560;11.039;60.202;180
;1576561;11.057;60.2026;178
;1576562;11.075;60.2031;203
;1576563;11.093;60.2036;206
;1577534;7.0863;60.0151;1477
;1577535;7.1041;60.0161;1478
;1577536;7.1219;60.0172;1532
;1577537;7.1396;60.0183;1451
;1577538;7.1574;60.0193;1391
;1577539;7.1752;60.0204;1546
;1577540;7.193;60.0214;1436
;1577541;7.2107;60.0225;1352
;1577542;7.2285;60.0235;1386
;1577543;7.2463;60.0246;1341
;1577544;7.2641;60.0256;1212
;1577545;7.2818;60.0267;1147
;1577546;7.2996;60.0277;1147
;1577547;7.3174;60.0288;1155
;1577548;7.3352;60.0298;1139
;1577549;7.353;60.0308;1134
;1577550;7.3708;60.0319;1191
;1577551;7.3885;60.0329;1221
;1577552;7.4063;60.0339;1204
;1577553;7.4241;60.035;1140
;1577554;7.4419;60.036;1109
;1577555;7.4597;60.037;1110
;1577556;7.4775;60.038;1179
;1577557;7.4953;60.0391;1236
;1577558;7.5131;60.0401;1227
;1577559;7.5309;60.0411;1125
;1577560;7.5487;60.0421;1178
;1577561;7.5665;60.0431;1273
;1577562;7.5843;60.0441;1152
;1577563;7.6021;60.0451;1239
;1577564;7.6199;60.0461;1270
;1577565;7.6377;60.0471;1289
;1577566;7.6555;60.0481;1290
;1577567;7.6733;60.0491;1271
;1577568;7.6911;60.0501;1360
;1577569;7.7089;60.0511;1336
;1577570;7.7267;60.0521;1207
;1577571;7.7446;60.053;1177
;1577572;7.7624;60.054;1227
;1577573;7.7802;60.055;1297
;1577574;7.798;60.056;1239
;1577575;7.8158;60.057;1282
;1577576;7.8337;60.0579;1299
;1577659;9.3166;60.1302;761
;1577744;10.8422;60.187;523
;1577745;10.8602;60.1876;538
;1577746;10.8782;60.1881;390
;1577747;10.8961;60.1887;319
;1577748;10.9141;60.1893;319
;1577749;10.9321;60.1898;365
;1577750;10.9501;60.1904;325
;1577751;10.9681;60.1909;241
;1577752;10.9861;60.1915;157
;1577753;11.0041;60.192;161
;1577754;11.0221;60.1925;159
;1577755;11.0401;60.1931;156
;1577756;11.058;60.1936;182
;1577757;11.076;60.1942;201
;1577758;11.094;60.1947;200
;1578733;7.1595;60.0104;1482
;1578735;7.1951;60.0125;1403
;1578736;7.2128;60.0136;1368
;1578737;7.2306;60.0146;1246
;1578738;7.2484;60.0157;1216
;1578739;7.2662;60.0167;1164
;1578740;7.2839;60.0178;1147
;1578741;7.3017;60.0188;1187
;1578742;7.3195;60.0199;1239
;1578743;7.3373;60.0209;1250
;1578744;7.3551;60.0219;1263
;1578745;7.3728;60.023;1285
;1578746;7.3906;60.024;1283
;1578747;7.4084;60.025;1280
;1578748;7.4262;60.0261;1247
;1578749;7.444;60.0271;1209
;1578750;7.4618;60.0281;1106
;1578751;7.4795;60.0291;1095
;1578752;7.4973;60.0302;1095
;1578753;7.5151;60.0312;1079
;1578754;7.5329;60.0322;1076
;1578755;7.5507;60.0332;1079
;1578756;7.5685;60.0342;1113
;1578757;7.5863;60.0352;1079
;1578758;7.6041;60.0362;1113
;1578759;7.6219;60.0372;1237
;1578760;7.6397;60.0382;1257
;1578761;7.6575;60.0392;1301
;1578762;7.6753;60.0402;1198
;1578763;7.6931;60.0412;1304
;1578764;7.7109;60.0422;1297
;1578765;7.7287;60.0432;1203
;1578766;7.7465;60.0441;1167
;1578767;7.7643;60.0451;1226
;1578768;7.7821;60.0461;1296
;1578941;10.8793;60.1792;389
;1578942;10.8973;60.1797;343
;1578943;10.9152;60.1803;408
;1578944;10.9332;60.1809;382
;1578945;10.9512;60.1814;348
;1578946;10.9692;60.182;280
;1578947;10.9872;60.1825;201
;1578948;11.0052;60.183;137
;1578949;11.0231;60.1836;154
;1578950;11.0411;60.1841;165
;1578951;11.0591;60.1847;181
;1578952;11.0771;60.1852;200
;1578953;11.0951;60.1857;202
;1578954;11.1131;60.1863;204
;1578955;11.1311;60.1868;209
;1579932;7.2327;60.0058;1347
;1579933;7.2505;60.0068;1315
;1579934;7.2682;60.0078;1215
;1579935;7.286;60.0089;1257
;1579936;7.3038;60.0099;1274
;1579937;7.3216;60.011;1324
;1579938;7.3393;60.012;1315
;1579939;7.3571;60.0131;1267
;1579940;7.3749;60.0141;1361
;1579941;7.3927;60.0151;1398
;1579942;7.4104;60.0161;1294
;1579943;7.4282;60.0172;1331
;1579944;7.446;60.0182;1265
;1579945;7.4638;60.0192;1184
;1579946;7.4816;60.0202;1140
;1579947;7.4994;60.0212;1130
;1579948;7.5171;60.0223;1152
;1579949;7.5349;60.0233;1100
;1579950;7.5527;60.0243;1101
;1579951;7.5705;60.0253;1094
;1579952;7.5883;60.0263;1090
;1579953;7.6061;60.0273;1072
;1579954;7.6239;60.0283;1072
;1579955;7.6417;60.0293;1072
;1579956;7.6595;60.0303;1209
;1579957;7.6773;60.0313;1056
;1579958;7.6951;60.0323;1074
;1579959;7.7129;60.0333;1314
;1579960;7.7307;60.0342;1297
;1579961;7.7485;60.0352;1054
;1579962;7.7663;60.0362;1146
;1579963;7.7841;60.0372;1239
;1579964;7.8019;60.0382;1285
;1580138;10.9164;60.1713;436
;1580140;10.9523;60.1724;371
;1580141;10.9703;60.173;282
;1580142;10.9883;60.1735;178
;1580143;11.0063;60.1741;164
;1580144;11.0242;60.1746;140
;1580145;11.0422;60.1752;176
;1580146;11.0602;60.1757;133
;1580147;11.0782;60.1762;198
;1580148;11.0962;60.1768;200
;1580149;11.1141;60.1773;204
;1580150;11.1321;60.1778;207
;1580151;11.1501;60.1783;210
;1581129;7.2703;59.999;1245
;1581130;7.2881;60;1241
;1581131;7.3059;60.001;1282
;1581133;7.3414;60.0031;1273
;1581134;7.3592;60.0042;1279
;1581135;7.3769;60.0052;1349
;1581136;7.3947;60.0062;1310
;1581137;7.4125;60.0072;1346
;1581138;7.4303;60.0083;1259
;1581139;7.4481;60.0093;1232
;1581140;7.4658;60.0103;1238
;1581141;7.4836;60.0113;1282
;1581142;7.5014;60.0123;1262
;1581143;7.5192;60.0134;1158
;1581144;7.537;60.0144;1191
;1581145;7.5547;60.0154;1206
;1581146;7.5725;60.0164;1214
;1581147;7.5903;60.0174;1280
;1581148;7.6081;60.0184;1291
;1581149;7.6259;60.0194;1145
;1581150;7.6437;60.0204;1200
;1581151;7.6615;60.0214;1078
;1581152;7.6793;60.0224;1105
;1581153;7.6971;60.0234;1091
;1581154;7.7149;60.0244;1042
;1581155;7.7327;60.0253;1092
;1581156;7.7505;60.0263;1031
;1581157;7.7682;60.0273;1026
;1581158;7.786;60.0283;1102
;1581159;7.8039;60.0293;1182
;1581160;7.8217;60.0302;1066
;1581336;10.9714;60.164;307
;1581337;10.9894;60.1646;213
;1581338;11.0073;60.1651;180
;1581339;11.0253;60.1657;164
;1581340;11.0433;60.1662;144
;1581341;11.0613;60.1667;142
;1581342;11.0792;60.1673;163
;1581343;11.0972;60.1678;164
;1581344;11.1152;60.1683;203
;1581345;11.1332;60.1689;200
;1581346;11.1512;60.1694;204
;1582331;7.3968;59.9973;1329
;1582332;7.4145;59.9983;1318
;1582333;7.4323;59.9994;1291
;1582334;7.4501;60.0004;1331
;1582335;7.4679;60.0014;1259
;1582336;7.4856;60.0024;1258
;1582337;7.5034;60.0034;1261
;1582338;7.5212;60.0045;1232
;1582339;7.539;60.0055;1293
;1582340;7.5567;60.0065;1256
;1582341;7.5745;60.0075;1268
;1582342;7.5923;60.0085;1384
;1582343;7.6101;60.0095;1408
;1582344;7.6279;60.0105;1417
;1582345;7.6457;60.0115;1205
;1582346;7.6635;60.0125;1151
;1582347;7.6813;60.0135;1338
;1582348;7.699;60.0145;1237
;1582349;7.7168;60.0154;1049
;1582350;7.7346;60.0164;1056
;1582351;7.7524;60.0174;1117
;1582352;7.7702;60.0184;1043
;1582353;7.788;60.0194;1026
;1582354;7.8058;60.0203;1028
;1582355;7.8236;60.0213;1008
;1582356;7.8414;60.0223;1018
;1582357;7.8592;60.0233;1176
;1582531;10.9725;60.1551;349
;1582532;10.9905;60.1556;246
;1582533;11.0084;60.1562;179
;1582534;11.0264;60.1567;157
;1582535;11.0444;60.1572;170
;1582536;11.0623;60.1578;107
;1582537;11.0803;60.1583;179
;1582538;11.0983;60.1588;165
;1582539;11.1163;60.1594;200
;1582540;11.1342;60.1599;203
;1583526;7.3988;59.9884;1388
;1583527;7.4166;59.9894;1338
;1583528;7.4344;59.9905;1340
;1583529;7.4521;59.9915;1271
;1583530;7.4699;59.9925;1259
;1583531;7.4877;59.9935;1255
;1583532;7.5054;59.9945;1250
;1583533;7.5232;59.9956;1255
;1583534;7.541;59.9966;1274
;1583535;7.5588;59.9976;1343
;1583536;7.5765;59.9986;1356
;1583537;7.5943;59.9996;1390
;1583538;7.6121;60.0006;1359
;1583539;7.6299;60.0016;1356
;1583540;7.6477;60.0026;1327
;1583541;7.6654;60.0036;1169
;1583542;7.6832;60.0046;1173
;1583543;7.701;60.0056;1261
;1583544;7.7188;60.0065;1326
;1583545;7.7366;60.0075;1303
;1583546;7.7544;60.0085;1317
;1583547;7.7722;60.0095;1104
;1583548;7.79;60.0105;1043
;1583549;7.8078;60.0114;1117
;1583550;7.8255;60.0124;1099
;1583551;7.8433;60.0134;1066
;1583727;10.9916;60.1467;332
;1583728;11.0095;60.1472;186
;1583729;11.0275;60.1478;142
;1583730;11.0454;60.1483;172
;1583731;11.0634;60.1488;175
;1583732;11.0814;60.1494;165
;1583733;11.0993;60.1499;182
;1583734;11.1173;60.1504;185
;1584721;7.4009;59.9795;1389
;1584722;7.4186;59.9805;1362
;1584723;7.4364;59.9816;1370
;1584724;7.4542;59.9826;1327
;1584725;7.4719;59.9836;1293
;1584726;7.4897;59.9846;1305
;1584727;7.5075;59.9856;1306
;1584728;7.5252;59.9867;1301
;1584729;7.543;59.9877;1307
;1584730;7.5608;59.9887;1274
;1584731;7.5785;59.9897;1314
;1584732;7.5963;59.9907;1403
;1584733;7.6141;59.9917;1360
;1584734;7.6319;59.9927;1218
;1584735;7.6497;59.9937;1177
;1584736;7.6674;59.9947;1208
;1584737;7.6852;59.9957;1295
;1584738;7.703;59.9966;1314
;1584739;7.7208;59.9976;1296
;1584740;7.7386;59.9986;1332
;1584741;7.7563;59.9996;1342
;1584742;7.7741;60.0006;1271
;1584743;7.7919;60.0016;1123
;1584744;7.8097;60.0025;1105
;1584745;7.8275;60.0035;1133
;1584746;7.8453;60.0045;1205
;1584922;10.9926;60.1377;336
;1584923;11.0106;60.1383;215
;1584924;11.0286;60.1388;177
;1584925;11.0465;60.1393;160
;1584926;11.0645;60.1399;160
;1584927;11.0824;60.1404;159
;1584928;11.1004;60.1409;156
