*Time*          *Precip*      *Precip*     *Precip*     *Temp*         *Temp*         *Temp*
                 Selbu         Berkaak      Roros        Selbu          Berkaak        Roros      
19880911/1200    3.500000      4.000000     3.300000     9.400000       7.100000       7.100000           
19880912/1200    41.299995     24.499998    39.599998    8.400000       6.300000       5.000000           
19880913/1200    20.799999     8.099999     6.599999     9.500000       8.100000       8.200000           
19880914/1200    4.500000      5.200000     0.400000     7.000000       5.800000       6.300000           
19880915/1200    2.800000      0.600000     0.200000     11.000000      9.900000       9.500000           
19880916/1200    6.500000      0.500000     0.400000     7.100000       6.400000       6.400000           
19880917/1200    10.499999     4.000000     1.400000     8.100000       7.100000       6.000000           
19880918/1200    30.099998     7.400000     1.400000     6.600000       5.200000       4.700000           
19880919/1200    8.400000      7.899999     6.000000     8.700000       8.600000       7.800000           
19880920/1200    17.000000     2.400000     0.800000     8.200000       7.400000       7.100000           
19880921/1200    3.800000      6.400000     0.800000     6.800000       4.200000       3.600000           
19880922/1200    2.900000      5.700000     1.700000     11.300000      10.300000      8.200000           
19880923/1200    0.500000      0.000000     0.100000     12.800000      11.200000      9.200000           
19880924/1200    0.000000      0.100000     0.800000     11.800000      9.300000       8.400000           
19880925/1200    6.000000      9.499999     2.600000     8.500000       6.100000       6.400000           
19880926/1200    0.800000      1.100000     0.400000     6.900000       4.600000       2.900000           
19880927/1200    3.700000      1.200000     2.300000     7.400000       5.300000       4.600000           
19880928/1200    0.300000      3.200000     1.800000     10.900000      8.500000       9.000000           
19880929/1200    1.700000      2.500000     1.200000     6.100000       3.200000       4.100000           
19880930/1200    6.500000      12.199999    1.600000     5.700000       3.400000       3.800000           
19881001/1200    7.000000      7.300000     1.400000     5.300000       2.900000       2.100000           
19881002/1200    4.000000      2.300000     1.400000     10.800000      8.800000       6.100000           
19881003/1200    0.000000      0.000000     1.000000     8.400000       7.000000       6.500000           
19881004/1200    0.300000      0.000000     0.000000     9.400000       8.000000       7.900000           
19881005/1200    0.000000      0.100000     0.000000     9.300000       7.900000       4.400000           
19881006/1200    0.000000      0.000000     0.000000     10.700000      8.300000       6.900000           
19881007/1200    0.000000      0.600000     3.300000     8.800000       6.100000       4.900000           
19881008/1200    0.700000      0.200000     0.100000     6.100000       3.500000       3.700000           
19881009/1200    4.500000      3.000000     0.300000     3.800000       2.300000       1.300000           
19881010/1200    8.999999      9.499999     2.300000     2.000000       0.200000       0.300000           
19881011/1200    1.700000      3.100000     1.300000     1.200000       -3.800000      -3.400000          
19881012/1200    0.000000      0.000000     0.000000     3.000000       -1.400000      -3.400000          
19881013/1200    0.000000      0.000000     0.000000     5.200000       2.300000       -0.800000          
19881014/1200    0.000000      2.000000     0.000000     7.000000       3.500000       3.400000           
19881015/1200    0.000000      0.200000     0.000000     7.600000       5.400000       1.400000           
19881016/1200    0.000000      0.000000     0.100000     6.400000       4.500000       0.100000           
19881017/1200    0.000000      0.000000     0.100000     4.600000       3.200000       0.900000           
19881018/1200    1.300000      2.500000     0.300000     9.200000       6.600000       1.800000           
19881019/1200    0.000000      0.000000     0.000000     7.700000       3.500000       0.700000           
19881020/1200    0.000000      0.000000     0.000000     5.000000       3.200000       -1.100000          
19881021/1200    0.000000      0.000000     0.000000     0.700000       1.100000       -0.700000          
19881022/1200    0.300000      0.000000     0.000000     4.700000       0.900000       0.600000           
19881023/1200    2.500000      0.900000     0.300000     2.300000       1.200000       1.100000           
19881024/1200    4.500000      3.500000     1.800000     -3.300000      -4.000000      -5.800000          
19881025/1200    1.500000      1.000000     0.300000     -3.800000      -5.800000      -8.100000          
19881026/1200    0.300000      0.000000     0.000000     1.900000       0.900000       -0.800000          
19881027/1200    0.000000      0.000000     0.400000     3.700000       1.800000       -1.900000          
19881028/1200    0.800000      3.600000     0.000000     -0.400000      -1.900000      -2.600000          
19881029/1200    6.300000      10.900000    2.400000     -4.000000      -4.000000      -6.200000              
19881030/1200    6.599999      2.500000     0.900000     -1.700000      -5.400000      -5.900000          
19881031/1200    9.999999      6.000000     3.800000     1.100000       -0.500000      -2.300000          
19881101/1200    9.999999      1.900000     3.900000     0.000000       -0.800000      -2.300000          
19881102/1200    4.500000      3.400000     3.200000     -7.400000      -9.900000      -8.300000          
19881103/1200    5.000000      1.700000     0.300000     0.600000       -0.300000      -0.800000          
19881104/1200    0.100000      0.100000     0.000000     1.400000       -4.500000      -9.700000          
19881105/1200    0.000000      0.000000     0.000000     1.900000       0.200000       -6.500000          
19881106/1200    5.300000      5.200000     0.800000     -0.300000      -2.000000      -4.100000          
19881107/1200    7.000000      3.000000     1.000000     0.400000       -1.900000      -1.300000          
19881108/1200    1.500000      0.000000     0.600000     -0.600000      -4.100000      -11.300000         
19881109/1200    0.000000      0.000000     0.000000     1.800000       0.700000       -3.400000          
19881110/1200    2.000000      0.000000     0.000000     4.100000       2.500000       0.800000           
19881111/1200    1.000000      0.200000     0.500000     6.600000       4.700000       3.300000           
19881112/1200    0.000000      0.000000     0.000000     6.000000       3.900000       0.700000           
19881113/1200    0.000000      0.100000     0.000000     2.300000       -1.000000      -0.700000          
19881114/1200    1.000000      0.300000     0.000000     0.900000       -0.500000      -2.400000          
19881115/1200    3.000000      7.899999     1.600000     2.900000       1.200000       -1.700000          
19881116/1200    14.499999     3.400000     4.600000     4.000000       1.600000       -4.000000          
19881117/1200    7.000000      5.000000     0.200000     -0.100000      -0.600000      -2.100000          
19881118/1200    5.200000      2.000000     0.800000     -3.000000      -5.000000      -6.500000          
19881119/1200    9.999999      8.599999     11.699999    -3.600000      -5.600000      -7.500000          
19881120/1200    11.499999     17.999998    2.500000     -4.700000      -6.500000      -9.800000              
19881121/1200    0.000000      5.900000     0.400000     -4.100000      -6.400000      -9.300000          
19881122/1200    9.999999      1.500000     2.500000     1.000000       0.000000       -1.600000          
19881123/1200    7.500000      0.000000     0.100000     3.300000       3.500000       2.000000           
19881124/1200    13.000000     0.000000     2.600000     3.300000       3.600000       2.300000           
19881125/1200    11.499999     4.200000     0.300000     0.000000       -0.600000      -1.300000          
19881126/1200    7.500000      6.800000     2.600000     -3.900000      -5.300000      -5.900000          
19881127/1200    17.299999     10.599999    4.500000     -4.300000      -6.500000      -7.600000              
19881128/1200    6.000000      6.800000     3.900000     -7.500000      -7.600000      -9.200000          
19881129/1200    0.000000      0.700000     1.200000     -14.300000     -10.900000     -18.299999         
19881130/1200    5.200000      3.200000     3.500000     -7.700000      -9.400000      -15.000000         
19881201/1200    0.000000      1.300000     0.300000     -12.400000     -14.000000     -22.000000         
19881202/1200    0.100000      0.000000     0.100000     -3.100000      -5.700000      -12.300000         
19881203/1200    0.000000      0.000000     0.100000     -2.600000      -7.100000      -8.800000          
19881204/1200    0.000000      0.000000     0.100000     -1.700000      -5.200000      -6.900000          
19881205/1200    0.000000      0.000000     0.100000     -1.800000      -5.300000      -7.800000          
19881206/1200    0.200000      1.000000     0.400000     -2.500000      -4.100000      -7.000000          
19881207/1200    0.000000      8.599999     2.400000     0.400000       -1.800000      -2.700000          
19881208/1200    5.200000      0.000000     0.400000     2.600000       1.900000       -3.400000          
19881209/1200    16.000000     17.199999    8.799999     -3.000000      -5.000000      -5.700000              
19881210/1200    6.000000      5.800000     1.300000     -2.400000      -4.200000      -9.200000          
19881211/1200    8.500000      14.799999    6.000000     -2.800000      -3.400000      -4.800000              
19881212/1200    3.000000      6.800000     7.300000     -0.600000      -2.200000      -3.100000          
19881213/1200    3.500000      2.500000     2.700000     0.800000       -0.900000      -1.500000          
19881214/1200    4.500000      14.999999    17.299999    -3.200000      -5.400000      -6.500000              
19881215/1200    3.700000      1.200000     3.000000     0.900000       -2.900000      -7.300000          
19881216/1200    5.000000      0.000000     0.000000     3.500000       -2.000000      -9.600000          
19881217/1200    1.000000      1.800000     0.200000     -0.600000      -5.000000      -10.000000         
19881218/1200    17.000000     10.400000    0.700000     -3.200000      -6.200000      -8.000000              
19881219/1200    1.000000      2.100000     1.800000     -5.700000      -7.000000      -10.400000         
19881220/1200    0.000000      0.800000     0.400000     -2.300000      -6.300000      -8.700000          
19881221/1200    3.000000      1.300000     1.100000     0.300000       -0.800000      -3.900000          
19881222/1200    3.000000      5.800000     2.500000     1.900000       0.000000       -1.300000          
19881223/1200    6.500000      7.799999     1.700000     -0.400000      -2.100000      -3.300000          
19881224/1200    1.000000      4.000000     0.700000     -3.000000      -4.900000      -7.300000          
19881225/1200    1.300000      2.900000     1.100000     -3.200000      -6.500000      -11.400000         
19881226/1200    4.000000      7.100000     2.600000     -1.400000      -3.800000      -7.200000          
19881227/1200    3.500000      1.100000     6.000000     0.000000       -3.300000      -7.800000          
19881228/1200    1.000000      0.700000     1.100000     4.200000       0.300000       -10.400000         
19881229/1200    0.000000      1.200000     0.000000     3.900000       2.400000       -0.300000          
19881230/1200    0.000000      3.300000     0.800000     3.000000       1.000000       -4.000000          
19881231/1200    7.000000      10.999999    9.299999     -0.100000      -0.300000      -1.000000              
19890101/1200    15.500000     28.600000    15.000000    1.300000       -0.100000      -1.500000              
19890102/1200    6.700000      1.000000     4.100000     4.400000       3.300000       -0.700000          
19890103/1200    3.500000      2.000000     1.900000     3.700000       0.400000       -2.900000          
19890104/1200    0.000000      0.000000     0.000000     -2.900000      -7.400000      -9.100000          
19890105/1200    0.000000      0.000000     0.000000     0.500000       -4.400000      -10.900000         
19890106/1200    0.000000      0.100000     0.000000     1.200000       -2.200000      -3.600000          
19890107/1200    3.000000      3.000000     2.000000     0.300000       -1.900000      -3.100000          
19890108/1200    3.000000      0.200000     1.000000     3.000000       1.100000       -5.100000          
19890109/1200    3.500000      2.500000     0.500000     2.600000       1.300000       -2.100000          
19890110/1200    3.000000      6.500000     0.400000     0.400000       -1.700000      -2.900000          
19890111/1200    11.500000     11.100000    0.100000     0.000000       -2.100000      -3.500000              
19890112/1200    0.000000      0.000000     0.200000     3.000000       0.700000       0.000000           
19890113/1200    0.000000      0.800000     0.000000     0.100000       -2.300000      -1.900000          
19890114/1200    2.000000      2.000000     0.300000     1.800000       -0.900000      -2.200000          
19890115/1200    1.000000      0.500000     0.100000     3.100000       1.000000       -1.000000          
19890116/1200    14.000000     7.500000     4.200000     1.400000       -0.100000      -0.900000          
19890117/1200    2.300000      2.500000     0.600000     0.000000       -1.700000      -2.600000          
19890118/1200    4.000000      24.100000    3.000000     -0.400000      -3.100000      -3.400000              
19890119/1200    1.000000      1.000000     1.500000     4.500000       1.000000       0.100000           
19890120/1200    6.200000      1.400000     0.000000     0.800000       -0.500000      0.600000           
19890121/1200    1.000000      6.400000     4.400000     1.700000       0.300000       -2.000000          
19890122/1200    2.500000      1.400000     3.300000     -0.800000      -3.300000      -4.200000          
19890123/1200    5.000000      10.100000    2.300000     -0.300000      -2.900000      -5.400000              
19890124/1200    4.500000      1.000000     2.000000     4.800000       -0.100000      -3.600000          
19890125/1200    0.200000      0.000000     0.000000     5.700000       2.800000       -3.000000          
19890126/1200    0.000000      0.000000     0.000000     4.700000       2.500000       -7.800000          
19890127/1200    0.000000      0.300000     0.000000     3.400000       1.400000       -3.300000          
19890128/1200    2.500000      0.000000     0.000000     3.300000       2.900000       3.000000           
19890129/1200    6.000000      1.400000     0.000000     3.700000       1.800000       0.800000           
19890130/1200    16.000000     23.200001    11.200000    -0.600000      -1.700000      -3.100000              
19890131/1200    6.000000      5.300000     2.200000     2.900000       2.200000       0.600000           
19890201/1200    2.000000      0.100000     0.000000     3.600000       -1.100000      -1.100000          
19890202/1200    0.500000      0.100000     0.000000     3.800000       1.700000       -0.200000          
19890203/1200    3.000000      0.200000     0.000000     2.500000       1.000000       0.000000           
19890204/1200    2.500000      1.300000     0.000000     3.100000       0.500000       1.300000           
19890205/1200    2.100000      4.200000     0.000000     -0.400000      -2.600000      -3.000000          
19890206/1200    3.300000      11.400000    0.200000     2.300000       0.900000       -0.700000              
19890207/1200    9.000000      13.500000    10.800000    0.500000       -0.900000      -2.700000              
19890208/1200    0.000000      5.800000     0.000000     1.200000       -2.100000      -5.000000          
19890209/1200    0.000000      0.000000     0.000000     -1.400000      -6.000000      -11.000000         
19890210/1200    0.000000      0.000000     0.000000     4.400000       2.300000       1.300000           
19890211/1200    1.000000      0.000000     0.000000     2.300000       0.900000       -0.400000          
19890212/1200    2.000000      0.000000     0.000000     0.700000       -2.300000      -4.000000          
19890213/1200    4.500000      4.300000     0.000000     0.400000       -2.500000      -5.700000          
19890214/1200    0.000000      0.200000     0.100000     0.000000       -2.100000      -2.800000          
19890215/1200    6.000000      8.600000     2.600000     -0.400000      -2.700000      -4.300000          
19890216/1200    1.600000      1.600000     0.000000     -2.400000      -5.100000      -7.200000          
19890217/1200    13.400000     17.000000    7.200000     -2.700000      -6.200000      -7.800000              
19890218/1200    0.300000      0.200000     0.000000     -2.700000      -6.600000      -10.900000         
19890219/1200    0.000000      0.000000     1.700000     1.600000       -0.100000      -1.600000          
19890220/1200    4.800000      2.700000     0.100000     0.000000       -4.500000      -6.000000          
19890221/1200    0.300000      0.100000     0.000000     -0.600000      -3.700000      -11.000000         
19890222/1200    4.500000      1.400000     0.000000     -2.300000      -6.300000      -6.400000          
19890223/1200    0.000000      0.000000     0.000000     1.400000       -0.600000      -1.800000          
19890224/1200    0.000000      0.000000     0.000000     -0.800000      -2.800000      -9.000000          
19890225/1200    0.000000      0.000000     0.000000     0.400000       -2.000000      -5.000000          
19890226/1200    0.000000      0.100000     3.500000     0.100000       -0.300000      -3.000000          
19890227/1200    0.000000      0.000000     7.200000     3.000000       0.700000       -0.500000          
19890228/1200    0.000000      0.300000     2.800000     2.700000       -0.700000      -1.500000          
19890301/1200    0.000000      0.000000     0.000000     -1.400000      -4.900000      -10.600000         
19890302/1200    3.000000      6.100000     1.500000     -0.200000      -1.200000      -4.000000          
19890303/1200    0.000000      0.100000     0.100000     -0.600000      -3.400000      -7.700000          
19890304/1200    0.000000      0.000000     0.000000     0.500000       -1.300000      -6.400000          
19890305/1200    0.000000      0.000000     0.000000     3.600000       2.000000       0.400000           
19890306/1200    0.000000      0.000000     0.000000     6.000000       3.200000       0.200000           
19890307/1200    0.000000      0.000000     0.000000     7.600000       5.900000       4.200000           
19890308/1200    0.000000      0.000000     0.000000     3.100000       2.100000       1.100000           
19890309/1200    0.000000      0.100000     0.300000     3.300000       0.300000       0.200000           
19890310/1200    0.300000      0.000000     0.000000     4.600000       2.700000       1.400000           
19890311/1200    1.500000      1.500000     0.400000     3.000000       1.100000       -4.800000          
19890312/1200    0.000000      0.000000     0.000000     5.300000       3.900000       1.400000           
19890313/1200    0.000000      0.000000     0.000000     3.400000       1.500000       0.600000           
19890314/1200    0.500000      0.400000     0.800000     0.400000       -0.500000      -1.700000          
19890315/1200    6.000000      3.300000     0.100000     0.700000       -3.400000      -2.700000          
19890316/1200    0.000000      0.000000     0.000000     2.000000       0.300000       -1.000000          
19890317/1200    1.000000      2.900000     0.600000     -0.700000      -2.800000      -4.000000          
19890318/1200    0.000000      1.000000     0.000000     -2.500000      -5.700000      -7.200000          
19890319/1200    0.000000      0.200000     0.100000     3.200000       0.000000       0.700000           
19890320/1200    0.000000      0.300000     0.800000     4.900000       2.500000       0.300000           
19890321/1200    7.000000      6.300000     0.700000     0.800000       -2.100000      -2.300000          
19890322/1200    0.000000      0.000000     0.000000     -0.100000      -2.600000      -2.000000          
19890323/1200    0.000000      0.000000     0.000000     -0.300000      -3.900000      -5.200000          
19890324/1200    0.000000      0.000000     0.000000     -0.200000      -3.200000      -7.300000          
19890325/1200    0.000000      0.100000     2.600000     0.000000       -1.600000      -1.200000          
19890326/1200    3.000000      6.700000     0.800000     1.400000       -1.200000      -0.900000          
19890327/1200    0.600000      0.000000     0.000000     3.600000       1.400000       -1.000000          
19890328/1200    0.000000      0.000000     0.400000     5.300000       4.300000       2.900000           
19890329/1200    11.500000     7.400000     4.100000     1.100000       -0.100000      -1.200000          
19890330/1200    1.600000      5.100000     3.900000     2.200000       1.100000       -0.600000          
19890331/1200    0.000000      1.400000     1.100000     1.900000       1.500000       1.800000           
19890401/1200    0.000000      0.000000     0.000000     0.000000       -0.400000      -7.900000          
19890402/1200    0.000000      0.000000     0.000000     -1.700000      -4.200000      -9.300000          
19890403/1200    0.000000      0.000000     0.000000     -4.000000      -4.900000      -8.800000          
19890404/1200    0.000000      0.000000     0.000000     -0.900000      -3.700000      -8.400000          
19890405/1200    0.000000      0.000000     0.000000     -1.200000      -4.200000      -8.900000          
19890406/1200    0.000000      0.000000     0.000000     2.600000       -0.400000      -5.400000          
19890407/1200    0.000000      0.000000     0.000000     4.400000       1.900000       0.100000           
19890408/1200    0.000000      0.000000     0.000000     5.800000       3.700000       1.800000           
19890409/1200    0.000000      0.000000     0.000000     5.000000       2.000000       1.900000           
19890410/1200    0.200000      0.000000     0.100000     3.200000       0.100000       -0.400000          
19890411/1200    0.000000      0.000000     0.000000     6.800000       3.800000       2.100000           
19890412/1200    0.000000      0.000000     0.400000     9.000000       6.800000       4.700000           
19890413/1200    0.000000      0.000000     0.100000     10.000000      7.300000       6.000000           
19890414/1200    0.000000      0.200000     0.000000     12.500000      9.000000       7.700000           
19890415/1200    0.000000      0.000000     0.000000     12.000000      9.600000       6.600000           
19890416/1200    0.000000      0.000000     0.000000     10.800000      6.700000       5.700000           
19890417/1200    0.000000      0.000000     0.000000     3.900000       1.600000       -1.200000          
19890418/1200    0.000000      0.000000     0.100000     5.000000       2.900000       2.400000           
19890419/1200    0.000000      0.000000     0.000000     3.300000       1.500000       1.900000           
19890420/1200    0.000000      0.000000     0.000000     5.000000       3.400000       4.500000           
19890421/1200    1.500000      1.000000     0.100000     2.100000       0.600000       0.900000           
19890422/1200    2.500000      0.300000     0.600000     -0.300000      -1.000000      -2.000000          
19890423/1200    0.000000      0.000000     0.000000     0.000000       -2.000000      -2.900000          
19890424/1200    1.200000      0.100000     0.900000     0.500000       -0.600000      -1.100000          
19890425/1200    0.000000      0.000000     0.000000     2.200000       -0.700000      -3.600000          
19890426/1200    0.000000      0.300000     1.800000     2.400000       0.200000       1.000000           
19890427/1200    0.000000      0.000000     0.300000     0.900000       -0.800000      -0.400000          
19890428/1200    4.000000      2.600000     2.000000     2.000000       0.600000       0.700000           
19890429/1200    5.200000      4.100000     1.500000     4.100000       2.900000       2.000000           
19890430/1200    0.000000      0.000000     0.000000     5.000000       3.200000       0.800000           
19890501/1200    0.000000      0.000000     0.000000     8.200000       5.500000       3.800000           
19890502/1200    0.000000      0.000000     0.000000     9.800000       8.500000       8.300000           
19890503/1200    0.000000      0.000000     0.000000     8.900000       8.200000       5.400000           
19890504/1200    1.000000      0.200000     0.000000     6.800000       4.400000       2.700000           
19890505/1200    0.300000      0.100000     0.200000     5.600000       3.200000       2.400000           
19890506/1200    0.200000      0.200000     1.200000     3.900000       2.200000       2.400000           
19890507/1200    4.500000      0.100000     0.200000     5.400000       5.200000       4.100000           
19890508/1200    5.000000      0.100000     1.000000     5.100000       4.900000       4.000000           
19890509/1200    1.800000      0.100000     0.000000     6.700000       4.900000       4.400000           
19890510/1200    13.500000     5.500000     0.600000     2.800000       1.700000       2.200000           
19890511/1200    8.200000      4.500000     0.000000     3.600000       2.800000       2.400000           
19890512/1200    1.700000      0.000000     0.000000     6.200000       4.000000       4.600000           
19890513/1200    0.000000      0.000000     0.000000     6.700000       4.500000       3.400000           
19890514/1200    2.500000      1.100000     3.500000     5.700000       5.000000       5.000000           
19890515/1200    2.500000      5.000000     0.000000     10.900000      8.900000       5.800000           
19890516/1200    0.000000      0.000000     0.000000     11.200000      9.900000       8.900000           
19890517/1200    2.900000      0.100000     0.800000     7.200000       6.500000       6.000000           
19890518/1200    3.200000      0.300000     0.000000     7.700000       5.400000       4.100000           
19890519/1200    3.700000      1.300000     3.900000     7.800000       6.500000       6.800000           
19890520/1200    2.100000      0.100000     0.000000     7.600000       7.700000       5.900000           
19890521/1200    1.300000      0.000000     0.000000     11.400000      10.300000      9.300000           
19890522/1200    0.000000      0.000000     0.000000     13.500000      11.400000      9.900000           
19890523/1200    0.000000      0.000000     0.000000     16.100000      13.600000      12.900000          
19890524/1200    0.000000      0.000000     0.000000     13.400000      12.900000      13.700000          
19890525/1200    0.000000      0.000000     0.000000     11.300000      8.200000       9.500000           
19890526/1200    6.000000      4.700000     2.100000     6.900000       5.100000       4.300000           
19890527/1200    5.000000      1.800000     0.500000     5.400000       5.700000       5.000000           
19890528/1200    2.500000      0.200000     0.000000     8.300000       7.800000       7.400000           
19890529/1200    6.000000      0.000000     1.300000     5.200000       4.400000       4.200000           
19890530/1200    17.000000     2.300000     2.500000     3.800000       3.200000       3.900000           
19890531/1200    3.700000      0.600000     0.000000     4.900000       3.500000       3.800000           
19890601/1200    11.000000     0.100000     0.000000     5.000000       4.400000       4.200000           
19890602/1200    2.800000      0.000000     0.000000     6.700000       3.900000       4.700000           
19890603/1200    0.500000      2.200000     0.000000     7.100000       6.100000       6.700000           
19890604/1200    1.800000      3.000000     2.900000     11.200000      8.800000       8.300000           
19890605/1200    0.000000      0.000000     0.300000     8.300000       6.700000       6.500000           
19890606/1200    9.500000      9.500000     9.600000     9.700000       8.900000       8.600000           
19890607/1200    1.500000      0.200000     0.000000     11.400000      10.500000      10.300000          
19890608/1200    11.000000     7.600000     10.000000    10.900000      8.400000       8.600000           
19890609/1200    7.200000      17.200001    4.900000     7.900000       6.700000       8.300000           
19890610/1200    1.700000      0.300000     6.500000     9.400000       8.100000       7.200000           
19890611/1200    0.000000      0.000000     5.000000     10.100000      8.900000       7.700000           
19890612/1200    0.000000      0.000000     0.000000     11.900000      10.400000      10.400000          
19890613/1200    0.000000      0.000000     0.000000     15.700000      15.000000      13.200000          
19890614/1200    0.000000      0.000000     0.000000     18.299999      16.900000      14.600000          
19890615/1200    0.000000      0.000000     0.000000     16.100000      13.900000      14.400000          
19890616/1200    0.000000      1.200000     0.000000     15.800000      14.100000      15.100000          
19890617/1200    0.000000      0.000000     0.000000     10.800000      8.600000       9.600000           
19890618/1200    4.500000      0.600000     0.300000     11.200000      13.000000      10.500000          
19890619/1200    0.300000      0.100000     0.000000     17.500000      15.900000      17.200001          
19890620/1200    0.000000      0.000000     0.000000     14.700000      14.700000      15.300000          
19890621/1200    0.000000      0.000000     0.000000     15.200000      14.900000      15.100000          
19890622/1200    0.000000      0.000000     0.000000     14.300000      13.000000      15.600000          
19890623/1200    0.000000      0.000000     0.300000     11.500000      11.000000      10.700000          
19890624/1200    1.500000      0.200000     0.000000     9.600000       8.100000       7.400000           
19890625/1200    0.300000      0.400000     1.000000     10.600000      8.900000       8.400000           
19890626/1200    0.400000      1.000000     0.000000     17.299999      15.100000      14.300000          
19890627/1200    0.000000      0.000000     0.000000     14.000000      12.400000      14.800000          
19890628/1200    0.000000      0.100000     3.500000     17.000000      15.100000      13.800000          
19890629/1200    0.000000      0.100000     4.500000     13.100000      10.700000      9.600000           
19890630/1200    0.100000      1.000000     0.300000     11.300000      9.800000       8.600000           
19890701/1200    7.000000      0.000000     0.000000     9.800000       8.300000       9.700000           
19890702/1200    0.000000      0.000000     0.000000     10.000000      9.400000       11.400000          
19890703/1200    0.000000      0.000000     0.000000     11.000000      9.800000       10.700000          
19890704/1200    3.100000      0.100000     0.000000     14.500000      15.400000      18.299999          
19890705/1200    2.500000      0.100000     0.000000     12.200000      11.800000      12.300000          
19890706/1200    0.000000      0.000000     0.000000     16.100000      15.300000      14.100000          
19890707/1200    0.000000      0.000000     0.000000     12.600000      12.300000      12.900000          
19890708/1200    0.000000      0.000000     0.000000     12.200000      10.900000      12.100000          
19890709/1200    0.000000      0.100000     0.000000     10.200000      9.300000       9.400000           
19890710/1200    0.000000      0.000000     0.000000     15.100000      14.100000      12.600000          
19890711/1200    0.300000      0.000000     0.000000     12.400000      10.800000      16.700001          
19890712/1200    4.000000      0.100000     0.500000     11.400000      10.800000      12.500000          
19890713/1200    4.500000      0.100000     1.500000     9.200000       8.200000       8.800000           
19890714/1200    10.500000     0.800000     1.200000     8.000000       7.600000       7.100000           
19890715/1200    6.000000      3.600000     0.800000     7.600000       5.700000       6.200000           
19890716/1200    24.000000     16.600000    2.700000     7.400000       4.900000       5.400000           
19890717/1200    7.000000      10.800000    2.800000     7.300000       5.800000       5.600000           
19890718/1200    10.000000     7.500000     3.600000     6.900000       6.100000       5.900000           
19890719/1200    2.700000      0.700000     0.100000     9.300000       7.700000       7.200000           
19890720/1200    0.700000      1.700000     0.200000     10.900000      10.300000      10.000000          
19890721/1200    0.200000      0.400000     0.100000     14.900000      12.000000      11.900000          
19890722/1200    0.000000      0.000000     0.000000     14.900000      13.600000      13.200000          
19890723/1200    0.000000      0.100000     0.700000     16.900000      17.000000      14.900000          
19890724/1200    0.000000      0.000000     0.000000     18.400000      17.200001      16.500000          
19890725/1200    0.000000      0.000000     0.000000     18.700001      17.700001      17.500000          
19890726/1200    0.000000      23.500000    0.000000     19.799999      18.000000      17.000000              
19890727/1200    0.200000      0.100000     0.000000     14.000000      12.200000      14.600000          
19890728/1200    17.000000     2.600000     14.500000    13.500000      12.700000      12.500000          
19890729/1200    2.800000      0.800000     5.000000     15.300000      14.400000      13.100000          
19890730/1200    2.700000      0.100000     4.800000     12.100000      11.400000      13.500000          
19890731/1200    2.300000      5.000000     4.700000     9.800000       7.100000       8.700000           
19890801/1200    53.500000     45.700001    60.000000    10.500000      8.800000       8.500000           
19890802/1200    10.700000     2.800000     20.000000    11.600000      9.200000       10.800000          
19890803/1200    0.400000      0.400000     0.200000     12.700000      10.300000      10.800000          
19890804/1200    11.300000     6.000000     2.200000     9.800000       7.900000       9.800000           
19890805/1200    23.500000     19.900000    26.400000    13.800000      10.900000      11.600000              
19890806/1200    4.500000      8.500000     12.000000    11.200000      10.300000      10.300000          
19890807/1200    9.000000      6.300000     7.400000     13.400000      13.300000      13.800000          
19890808/1200    0.100000      0.000000     1.300000     15.600000      14.200000      12.300000          
19890809/1200    0.500000      0.100000     5.000000     15.000000      15.400000      14.100000          
19890810/1200    18.000000     0.000000     0.000000     17.500000      14.900000      11.900000          
19890811/1200    1.000000      0.300000     4.000000     15.800000      14.400000      13.500000          
19890812/1200    0.400000      0.200000     1.000000     12.900000      10.900000      11.000000          
19890813/1200    13.000000     21.600000    10.600000    13.300000      10.300000      11.200000              
19890814/1200    0.000000      0.000000     0.400000     16.700001      13.500000      13.400000          
19890815/1200    0.000000      0.000000     0.000000     15.300000      11.900000      12.900000          
19890816/1200    1.100000      0.400000     0.300000     15.900000      12.700000      12.600000          
19890817/1200    0.000000      0.000000     0.000000     15.700000      12.700000      13.500000          
19890818/1200    0.000000      0.000000     0.000000     10.700000      8.300000       9.300000           
19890819/1200    6.400000      3.300000     0.000000     11.700000      9.100000       9.000000           
19890820/1200    2.500000      1.100000     0.700000     14.500000      10.600000      9.600000           
19890821/1200    0.000000      0.100000     1.800000     13.300000      11.400000      11.500000          
19890822/1200    0.700000      2.500000     3.600000     13.500000      11.200000      12.300000          
19890823/1200    26.000000     14.600000    11.900000    9.700000       8.600000       7.600000           
19890824/1200    7.000000      14.000000    3.200000     8.300000       6.600000       6.200000           
19890825/1200    8.500000      2.100000     1.100000     9.200000       7.700000       6.900000           
19890826/1200    5.000000      2.000000     5.000000     7.900000       5.700000       4.200000           
19890827/1200    0.000000      0.000000     0.000000     8.100000       5.600000       7.500000           
19890828/1200    0.000000      1.000000     0.000000     8.300000       6.900000       6.200000           
19890829/1200    4.800000      0.900000     1.000000     7.700000       4.800000       5.000000           
19890830/1200    1.700000      0.600000     1.600000     12.500000      10.100000      7.900000           
19890831/1200    0.000000      0.000000     0.000000     13.700000      13.400000      11.700000          
19890901/1200    0.000000      0.100000     0.000000     11.400000      8.300000       8.400000           
19890902/1200    4.000000      0.300000     0.000000     8.500000       7.000000       8.600000           
