*Time*          *Precip*      *Precip*     *Precip*     *Temp*         *Temp*         *Temp*
                 Selbu         Berkaak      Roros        Selbu          Berkaak        Roros      
19930702/1200    1.400000      0.300000     5.300000     12.200000      11.600000      10.400000          
19930703/1200    1.500000      0.100000     1.900000     11.400000      10.400000      11.000000          
19930704/1200    5.000000      0.600000     5.200000     10.800000      9.400000       9.800000           
19930705/1200    13.100000     19.000000    11.200000    7.900000       6.700000       7.100000           
19930706/1200    5.400000      2.700000     0.400000     7.900000       5.700000       6.900000           
19930707/1200    14.800000     11.000000    3.800000     7.500000       6.400000       5.900000           
19930708/1200    2.100000      3.000000     0.400000     11.300000      8.900000       8.700000           
19930709/1200    0.800000      0.500000     0.200000     11.900000      10.900000      10.300000          
19930710/1200    4.800000      8.000000     2.600000     12.600000      10.800000      9.200000           
19930711/1200    0.000000      0.000000     0.000000     14.200000      11.900000      9.800000           
19930712/1200    0.000000      0.100000     0.400000     13.100000      9.800000       12.300000          
19930713/1200    1.300000      11.300000    3.800000     18.600000      15.200000      14.900000              
19930714/1200    0.000000      0.100000     0.000000     17.900000      14.900000      14.000000          
19930715/1200    0.000000      0.000000     0.000000     18.700001      17.400000      15.800000          
19930716/1200    0.000000      0.000000     0.000000     16.799999      14.800000      12.800000          
19930717/1200    0.000000      0.500000     2.000000     12.400000      13.000000      14.100000          
19930718/1200    0.000000      0.000000     0.000000     11.600000      11.700000      10.800000          
19930719/1200    0.000000      0.000000     0.000000     14.100000      11.500000      10.100000          
19930720/1200    0.500000      1.100000     1.300000     16.700001      14.600000      13.100000          
19930721/1200    0.000000      0.000000     0.000000     16.600000      12.500000      10.500000          
19930722/1200    3.200000      2.400000     4.600000     13.000000      11.800000      11.900000          
19930723/1200    13.000000     15.100000    22.500000    13.100000      11.100000      12.400000              
19930724/1200    0.700000      0.000000     1.300000     16.600000      13.600000      14.600000          
19930725/1200    0.100000      6.600000     0.300000     14.700000      12.900000      13.900000          
19930726/1200    16.000000     19.799999    2.400000     12.000000      10.500000      10.600000              
19930727/1200    33.700001     19.700001    12.700000    11.500000      10.700000      9.900000           
19930728/1200    7.500000      1.000000     5.400000     13.400000      11.000000      12.200000          
19930729/1200    2.100000      8.700000     5.200000     13.600000      10.500000      11.000000          
19930730/1200    2.100000      3.200000     0.100000     14.500000      12.100000      11.700000          
19930731/1200    4.200000      8.000000     10.000000    13.600000      13.100000      12.800000          
19930801/1200    7.400000      1.200000     6.000000     12.300000      11.400000      10.500000          
19930802/1200    7.800000      3.500000     4.100000     12.200000      9.200000       9.200000           
19930803/1200    0.000000      0.600000     3.000000     13.200000      11.400000      11.500000          
19930804/1200    0.500000      3.100000     1.700000     13.300000      10.800000      11.500000          
19930805/1200    1.800000      10.000000    2.200000     11.800000      9.900000       9.800000           
19930806/1200    4.400000      0.100000     1.300000     14.500000      13.200000      13.100000          
19930807/1200    0.000000      0.000000     0.000000     14.500000      12.800000      12.700000          
19930808/1200    0.000000      9.600000     0.000000     14.800000      13.700000      11.300000          
19930809/1200    0.100000      0.500000     0.600000     14.000000      13.300000      12.100000          
19930810/1200    7.500000      1.300000     3.700000     13.600000      12.700000      11.300000          
19930811/1200    0.900000      3.500000     3.800000     12.000000      9.500000       10.100000          
19930812/1200    11.000000     13.600000    9.300000     9.500000       7.500000       8.500000           
19930813/1200    13.500000     15.200000    3.700000     8.900000       6.900000       7.400000           
19930814/1200    1.000000      1.000000     0.100000     11.000000      8.100000       9.900000           
19930815/1200    0.000000      0.000000     0.000000     12.900000      11.300000      8.800000           
19930816/1200    0.000000      0.000000     0.000000     11.300000      8.800000       8.600000           
19930817/1200    15.100000     10.200000    8.500000     9.400000       7.100000       7.000000           
19930818/1200    4.900000      1.400000     0.600000     8.600000       7.800000       6.400000           
19930819/1200    1.000000      0.000000     0.000000     9.200000       7.300000       7.800000           
19930820/1200    1.400000      1.000000     1.900000     10.600000      9.200000       8.500000           
19930821/1200    7.100000      4.300000     11.500000    9.700000       6.400000       8.400000           
19930822/1200    17.500000     19.600000    10.700000    10.100000      7.600000       8.100000           
19930823/1200    15.300000     12.000000    8.200000     9.700000       7.900000       7.600000           
19930824/1200    3.900000      5.100000     3.500000     10.100000      7.600000       7.500000           
19930825/1200    3.000000      1.800000     0.300000     9.600000       6.900000       7.500000           
19930826/1200    3.800000      1.000000     1.100000     7.800000       6.800000       5.500000           
19930827/1200    6.500000      3.300000     5.100000     7.800000       7.100000       5.900000           
19930828/1200    0.500000      1.000000     0.100000     8.100000       6.800000       5.900000           
19930829/1200    0.800000      9.900000     1.200000     8.500000       8.500000       7.200000           
19930830/1200    19.000000     17.799999    41.599998    10.300000      8.000000       7.600000           
19930831/1200    0.100000      1.000000     0.700000     12.300000      9.000000       9.200000           
19930901/1200    1.300000      0.400000     1.400000     9.700000       8.900000       8.700000           
19930902/1200    9.400000      1.400000     1.400000     9.400000       8.700000       8.200000           
19930903/1200    10.000000     3.000000     1.600000     8.500000       6.500000       6.400000           
19930904/1200    17.600000     6.000000     1.500000     7.400000       5.300000       5.400000           
19930905/1200    7.300000      3.600000     0.600000     7.200000       5.600000       5.600000           
19930906/1200    7.200000      6.200000     3.400000     6.800000       5.100000       4.300000           
19930907/1200    4.500000      1.200000     0.100000     6.400000       6.200000       5.200000           
19930908/1200    7.600000      0.900000     0.600000     8.200000       7.200000       6.000000           
19930909/1200    0.500000      0.300000     0.100000     9.600000       6.800000       7.600000           
19930910/1200    0.000000      0.000000     0.000000     9.600000       7.700000       5.200000           
19930911/1200    0.000000      0.000000     0.000000     10.400000      8.400000       6.900000           
19930912/1200    0.000000      0.000000     0.000000     8.800000       4.700000       4.000000           
19930913/1200    0.000000      0.000000     0.000000     7.000000       4.500000       3.400000           
19930914/1200    0.000000      0.000000     0.000000     5.300000       2.900000       -0.700000          
19930915/1200    0.000000      0.000000     0.000000     5.800000       4.300000       2.400000           
19930916/1200    0.000000      0.000000     0.000000     4.100000       2.600000       1.200000           
19930917/1200    0.000000      0.000000     0.000000     3.200000       2.300000       -0.900000          
19930918/1200    0.000000      0.000000     0.000000     2.300000       2.500000       0.900000           
19930919/1200    0.000000      0.000000     0.000000     6.600000       5.400000       3.500000           
19930920/1200    0.000000      0.000000     0.000000     6.500000       4.800000       2.200000           
19930921/1200    0.400000      0.600000     3.700000     9.200000       7.300000       6.000000           
19930922/1200    9.400000      7.900000     13.800000    9.000000       8.000000       8.000000           
19930923/1200    5.000000      1.000000     0.300000     7.400000       5.300000       4.300000           
19930924/1200    1.500000      0.500000     0.100000     6.800000       3.900000       3.500000           
19930925/1200    0.000000      0.000000     0.400000     10.000000      7.500000       5.600000           
19930926/1200    0.000000      0.000000     0.300000     7.700000       6.000000       3.100000           
19930927/1200    0.200000      0.000000     0.200000     6.400000       5.000000       0.800000           
19930928/1200    0.100000      0.000000     0.000000     5.800000       3.900000       3.000000           
19930929/1200    0.000000      0.000000     0.000000     6.300000       4.800000       2.400000           
19930930/1200    0.000000      0.000000     0.200000     6.700000       5.800000       1.900000           
19931001/1200    0.000000      0.000000     0.000000     6.800000       4.300000       2.400000           
19931002/1200    0.000000      0.000000     0.000000     6.000000       4.600000       2.700000           
19931003/1200    0.000000      0.000000     0.000000     8.800000       6.600000       4.100000           
19931004/1200    4.300000      1.000000     0.100000     7.500000       5.800000       3.900000           
19931005/1200    2.500000      1.500000     1.700000     7.000000       5.000000       4.100000           
19931006/1200    6.200000      4.000000     1.500000     4.900000       3.200000       3.300000           
19931007/1200    6.500000      7.500000     9.500000     4.100000       1.700000       1.100000           
19931008/1200    5.000000      5.600000     10.700000    6.200000       5.000000       1.700000           
19931009/1200    0.000000      0.000000     0.000000     6.800000       5.000000       3.200000           
19931010/1200    0.000000      0.000000     0.600000     3.100000       3.300000       1.900000           
19931011/1200    2.700000      4.600000     6.200000     3.800000       2.100000       0.200000           
19931012/1200    0.600000      1.500000     5.900000     1.900000       0.200000       0.700000           
19931013/1200    8.800000      8.100000     5.500000     0.000000       -1.400000      -2.300000          
19931014/1200    6.500000      6.000000     0.800000     -1.800000      -3.200000      -5.500000          
19931015/1200    0.000000      0.000000     0.000000     -4.500000      -7.600000      -10.000000         
19931016/1200    0.000000      0.000000     0.000000     -6.600000      -9.800000      -12.800000         
19931017/1200    2.200000      1.000000     0.300000     -2.300000      -3.900000      -5.800000          
19931018/1200    3.400000      3.800000     2.900000     2.600000       0.400000       -0.100000          
19931019/1200    0.000000      0.600000     0.000000     5.600000       1.900000       4.200000           
19931020/1200    3.400000      1.300000     0.000000     2.000000       0.600000       0.700000           
19931021/1200    2.600000      3.400000     3.300000     -3.000000      -4.600000      -7.100000          
19931022/1200    0.000000      0.000000     0.000000     -4.700000      -6.800000      -10.900000         
19931023/1200    0.000000      0.000000     0.000000     -0.500000      -1.600000      -9.600000          
19931024/1200    6.900000      6.400000     1.000000     1.800000       0.700000       -0.900000          
19931025/1200    15.800000     10.500000    1.600000     2.700000       3.000000       1.400000           
19931026/1200    15.600000     3.500000     3.500000     6.400000       6.300000       4.400000           
19931027/1200    5.600000      0.100000     0.100000     6.600000       5.300000       5.300000           
19931028/1200    1.200000      1.100000     0.000000     3.200000       2.700000       1.500000           
19931029/1200    3.100000      0.200000     0.000000     1.700000       0.000000       -2.900000          
19931030/1200    0.000000      0.000000     0.000000     1.100000       -0.700000      -2.700000          
19931031/1200    4.900000      1.100000     0.200000     3.200000       -1.300000      -1.600000          
19931101/1200    0.700000      0.000000     0.000000     3.100000       -3.100000      -4.500000          
19931102/1200    0.100000      0.000000     0.100000     0.600000       -0.100000      -2.100000          
19931103/1200    0.000000      0.000000     0.000000     1.100000       -0.100000      -5.300000          
19931104/1200    0.000000      0.000000     0.000000     -2.900000      -5.100000      -4.000000          
19931105/1200    0.000000      0.000000     0.000000     -4.400000      -6.000000      -7.800000          
19931106/1200    0.000000      0.000000     0.000000     -4.300000      -4.800000      -8.600000          
19931107/1200    0.000000      0.000000     0.000000     -2.400000      -5.700000      -9.100000          
19931108/1200    0.000000      0.000000     0.000000     -3.400000      -5.500000      -5.300000          
19931109/1200    0.000000      0.000000     0.100000     1.100000       -1.000000      -3.100000          
19931110/1200    0.000000      0.000000     0.000000     4.900000       2.400000       1.300000           
19931111/1200    0.000000      0.000000     0.000000     5.800000       3.600000       2.100000           
19931112/1200    0.000000      0.000000     0.300000     2.100000       0.000000       -1.700000          
19931113/1200    0.000000      0.000000     0.500000     2.600000       -0.300000      -0.800000          
19931114/1200    0.000000      0.000000     2.900000     1.800000       -2.800000      0.000000           
19931115/1200    0.000000      0.300000     0.300000     0.600000       -2.800000      -3.800000          
19931116/1200    0.000000      0.000000     0.000000     1.900000       -0.900000      -8.700000          
19931117/1200    0.000000      0.000000     0.000000     2.200000       -2.600000      -9.800000          
19931118/1200    0.000000      0.000000     0.000000     0.300000       -2.400000      -13.100000         
19931119/1200    0.000000      0.000000     0.000000     2.800000       -1.600000      -17.100000         
19931120/1200    0.000000      0.000000     0.000000     -4.200000      -6.500000      -12.500000         
19931121/1200    0.000000      0.000000     0.400000     -5.200000      -7.700000      -13.300000         
19931122/1200    0.000000      0.000000     0.900000     -4.300000      -7.300000      -11.400000         
19931123/1200    0.000000      0.000000     0.400000     -1.200000      -3.800000      -5.500000          
19931124/1200    0.000000      0.200000     2.200000     -0.900000      -3.900000      -4.700000          
19931125/1200    0.000000      0.000000     0.100000     -1.300000      -4.800000      -15.100000         
19931126/1200    0.000000      0.000000     0.000000     -1.600000      -4.700000      -17.000000         
19931127/1200    0.100000      0.000000     0.000000     -2.900000      -8.300000      -14.600000         
19931128/1200    0.000000      0.000000     0.100000     -7.000000      -9.400000      -21.000000         
19931129/1200    0.000000      0.000000     0.000000     -3.300000      -6.500000      -16.000000         
19931130/1200    0.000000      0.000000     0.000000     -4.100000      -7.200000      -9.400000          
19931201/1200    0.000000      0.000000     0.200000     -3.000000      -5.000000      -7.200000          
19931202/1200    0.000000      0.000000     0.100000     -0.200000      -2.200000      -4.300000          
19931203/1200    0.000000      0.000000     0.200000     -0.400000      -3.400000      -11.000000         
19931204/1200    0.000000      0.400000     0.600000     2.400000       -1.000000      -6.800000          
19931205/1200    0.500000      4.100000     1.500000     0.400000       -1.900000      -4.000000          
19931206/1200    9.900000      12.000000    1.700000     1.000000       -1.300000      -1.400000              
19931207/1200    0.000000      0.000000     0.000000     -1.400000      -6.400000      -6.000000          
19931208/1200    2.200000      1.800000     3.800000     -1.300000      -3.800000      -3.200000          
19931209/1200    1.900000      0.500000     0.100000     -3.600000      -9.300000      -9.100000          
19931210/1200    0.000000      0.000000     0.000000     -7.300000      -12.100000     -17.799999         
19931211/1200    0.000000      0.000000     0.000000     -10.000000     -12.600000     -21.299999         
19931212/1200    0.000000      2.000000     1.000000     -4.300000      -7.600000      -11.400000         
19931213/1200    5.500000      8.700000     2.200000     -6.000000      -13.700000     -12.700000         
19931214/1200    0.000000      0.000000     0.000000     -6.300000      -11.300000     -24.799999         
19931215/1200    0.000000      0.000000     0.000000     -1.500000      -3.900000      -8.900000          
19931216/1200    0.000000      0.000000     0.500000     -1.400000      -3.700000      -5.800000          
19931217/1200    0.000000      0.000000     0.300000     -3.600000      -8.600000      -13.300000         
19931218/1200    0.500000      1.000000     0.400000     -0.200000      -5.700000      -9.800000          
19931219/1200    0.300000      0.300000     0.400000     3.700000       2.300000       1.500000           
19931220/1200    6.200000      6.000000     1.700000     -3.300000      -5.800000      -6.200000          
19931221/1200    0.000000      0.100000     0.000000     -2.000000      -7.500000      -9.600000          
19931222/1200    2.500000      0.200000     0.000000     -5.600000      -8.400000      -19.000000         
19931223/1200    0.000000      0.000000     0.200000     -7.800000      -13.100000     -26.900000         
19931224/1200    0.000000      0.000000     0.000000     -11.500000     -14.100000     -9999.000000       
19931225/1200    0.000000      0.000000     0.400000     -8.600000      -9.900000      -9999.000000       
19931226/1200    0.000000      0.000000     0.000000     -9.000000      -11.900000     -28.900000         
19931227/1200    0.000000      0.000000     0.100000     -13.900000     -16.100000     -30.600000         
19931228/1200    0.000000      0.000000     0.000000     -7.400000      -10.100000     -9999.000000       
19931229/1200    0.000000      0.000000     0.500000     -3.900000      -7.200000      -9999.000000       
19931230/1200    0.000000      0.000000     0.500000     -0.100000      -2.800000      -4.500000          
19931231/1200    1.000000      0.000000     0.000000     -2.100000      -6.900000      -9999.000000       
19940101/1200    2.200000      2.400000     1.200000     -2.500000      -5.400000      -8.300000          
19940102/1200    4.400000      4.600000     2.000000     -3.100000      -7.500000      -11.800000         
19940103/1200    0.200000      0.000000     0.000000     -6.100000      -11.200000     -17.500000         
19940104/1200    0.000000      0.000000     0.000000     -9.300000      -11.900000     -24.400000         
19940105/1200    0.000000      0.000000     0.000000     -4.100000      -7.300000      -16.600000         
19940106/1200    0.000000      0.000000     4.200000     -0.900000      -3.600000      -5.700000          
19940107/1200    0.000000      0.000000     0.200000     -0.200000      -4.900000      -4.600000          
19940108/1200    5.200000      6.500000     5.800000     -1.900000      -7.200000      -8.300000          
19940109/1200    2.000000      1.000000     0.100000     -7.600000      -12.100000     -19.400000         
19940110/1200    0.000000      0.000000     0.000000     -5.800000      -8.100000      -16.799999         
19940111/1200    0.000000      0.000000     0.000000     0.100000       -3.200000      -10.000000         
19940112/1200    0.000000      0.000000     0.200000     -1.000000      -4.700000      -8.300000          
19940113/1200    0.000000      0.000000     3.600000     2.000000       -0.900000      -3.100000          
19940114/1200    0.000000      0.000000     0.000000     1.700000       -1.800000      -6.300000          
19940115/1200    2.500000      3.600000     0.400000     -4.700000      -5.300000      -6.700000          
19940116/1200    0.100000      0.400000     0.600000     -7.500000      -8.000000      -10.500000         
19940117/1200    0.600000      8.000000     1.600000     -6.500000      -9.700000      -14.700000         
19940118/1200    3.000000      0.500000     0.000000     -7.700000      -11.300000     -20.500000         
19940119/1200    1.200000      2.000000     3.200000     -3.200000      -6.900000      -11.700000         
19940120/1200    10.000000     1.400000     4.400000     -1.300000      -5.400000      -14.800000         
19940121/1200    0.800000      0.100000     0.700000     3.700000       3.500000       -1.900000          
19940122/1200    7.900000      11.000000    1.200000     -1.100000      -2.600000      -4.500000              
19940123/1200    4.800000      12.000000    1.700000     -2.500000      -5.200000      -5.800000              
19940124/1200    5.000000      6.300000     3.500000     -6.000000      -5.300000      -6.400000          
19940125/1200    8.500000      20.000000    5.400000     -6.000000      -10.000000     -15.600000         
19940126/1200    0.000000      0.200000     0.700000     -6.000000      -7.900000      -12.400000         
19940127/1200    1.000000      1.500000     1.100000     -5.100000      -10.200000     -10.500000         
19940128/1200    4.000000      0.600000     3.500000     -10.000000     -12.200000     -16.600000         
19940129/1200    0.000000      0.000000     0.200000     -12.400000     -13.500000     -21.400000         
19940130/1200    0.000000      0.000000     3.200000     -5.900000      -8.200000      -11.400000         
19940131/1200    8.400000      2.400000     10.500000    -4.800000      -5.500000      -8.600000          
19940201/1200    0.000000      1.200000     2.800000     -3.800000      -6.100000      -9.200000          
19940202/1200    0.000000      0.000000     0.000000     -5.400000      -7.800000      -10.300000         
19940203/1200    0.000000      0.300000     0.600000     -6.600000      -8.500000      -12.300000         
19940204/1200    8.600000      0.400000     3.300000     -6.600000      -11.200000     -14.500000         
19940205/1200    0.000000      0.000000     0.000000     -8.100000      -12.800000     -23.200001         
19940206/1200    0.000000      0.000000     0.000000     -7.200000      -8.900000      -15.900000         
19940207/1200    0.000000      0.000000     0.000000     -4.500000      -6.600000      -11.700000         
19940208/1200    0.000000      0.000000     0.000000     -7.700000      -9.800000      -17.600000         
19940209/1200    0.000000      0.000000     0.000000     -5.100000      -7.600000      -15.000000         
19940210/1200    0.000000      0.000000     0.000000     -6.900000      -8.800000      -11.700000         
19940211/1200    0.000000      0.000000     0.100000     -9.100000      -11.600000     -14.500000         
19940212/1200    0.000000      0.000000     0.000000     -8.100000      -9.900000      -21.299999         
19940213/1200    0.000000      0.000000     0.000000     -8.700000      -10.700000     -20.400000         
19940214/1200    0.000000      0.000000     0.000000     -9.900000      -12.000000     -21.400000         
19940215/1200    0.000000      0.000000     0.000000     -9.600000      -7.800000      -22.100000         
19940216/1200    0.000000      0.000000     0.000000     -2.400000      -6.400000      -19.900000         
19940217/1200    0.000000      0.000000     0.000000     -2.100000      -7.800000      -18.799999         
19940218/1200    0.000000      0.100000     0.000000     -4.600000      -7.700000      -20.600000         
19940219/1200    0.000000      0.000000     0.000000     -7.200000      -8.200000      -20.500000         
19940220/1200    0.000000      0.000000     0.000000     -6.300000      -8.500000      -22.299999         
19940221/1200    0.000000      0.000000     0.000000     -3.800000      -7.700000      -21.000000         
19940222/1200    0.000000      0.000000     0.000000     -6.400000      -6.900000      -20.200001         
19940223/1200    0.000000      0.000000     0.000000     -10.600000     -10.900000     -18.900000         
19940224/1200    4.200000      0.700000     1.000000     -5.600000      -5.300000      -6.600000          
19940225/1200    6.000000      5.100000     0.800000     -7.000000      -8.900000      -14.200000         
19940226/1200    1.800000      0.500000     0.000000     -4.600000      -7.400000      -9.600000          
19940227/1200    0.000000      0.200000     0.000000     -7.700000      -12.400000     -13.900000         
19940228/1200    0.000000      0.000000     0.000000     -9.000000      -10.700000     -16.100000         
19940301/1200    0.000000      0.000000     0.000000     -11.100000     -12.600000     -23.000000         
19940302/1200    0.000000      0.000000     0.000000     -9.200000      -11.100000     -15.000000         
19940303/1200    0.000000      0.000000     0.000000     -5.500000      -7.500000      -10.500000         
19940304/1200    0.000000      0.000000     0.300000     -0.900000      -3.500000      -9.100000          
19940305/1200    0.000000      0.000000     0.100000     3.200000       1.400000       -1.500000          
19940306/1200    0.000000      7.000000     0.400000     0.600000       -2.100000      -2.500000          
19940307/1200    1.000000      3.300000     0.500000     -0.400000      -6.200000      -7.500000          
19940308/1200    0.400000      0.000000     1.400000     3.300000       2.500000       -0.100000          
19940309/1200    3.300000      0.300000     0.000000     2.500000       -1.700000      -4.200000          
19940310/1200    0.000000      0.000000     0.000000     1.200000       -0.400000      -2.200000          
19940311/1200    0.700000      2.400000     0.100000     2.200000       1.200000       -0.700000          
19940312/1200    3.000000      3.700000     0.000000     2.100000       0.300000       -2.100000          
19940313/1200    0.000000      0.000000     0.000000     0.800000       -1.300000      -3.200000          
19940314/1200    0.000000      1.200000     0.600000     0.200000       -2.100000      -4.100000          
19940315/1200    2.300000      4.300000     2.600000     -1.000000      -2.600000      -3.300000          
19940316/1200    0.000000      0.100000     0.000000     -2.200000      -5.800000      -9.000000          
19940317/1200    0.000000      0.400000     0.000000     -2.800000      -5.100000      -8.900000          
19940318/1200    5.800000      7.000000     2.500000     -2.900000      -4.100000      -5.700000          
19940319/1200    1.000000      0.700000     0.100000     -7.300000      -10.800000     -16.500000         
19940320/1200    0.000000      0.000000     0.000000     -6.400000      -7.700000      -15.200000         
19940321/1200    0.200000      0.100000     0.600000     -4.400000      -6.700000      -12.300000         
19940322/1200    0.300000      0.200000     0.300000     -2.400000      -4.600000      -7.600000          
19940323/1200    0.700000      0.200000     0.900000     1.200000       0.000000       -5.500000          
19940324/1200    0.400000      0.000000     3.500000     -0.800000      -3.600000      -3.000000          
19940325/1200    9.500000      0.800000     0.700000     1.400000       -0.500000      -1.100000          
19940326/1200    2.500000      0.200000     0.300000     0.000000       -2.600000      -3.300000          
19940327/1200    2.500000      5.600000     1.000000     0.000000       -0.900000      -2.100000          
19940328/1200    0.000000      0.000000     0.000000     1.000000       -0.900000      -2.500000          
19940329/1200    0.000000      0.000000     0.000000     3.900000       2.700000       1.200000           
19940330/1200    0.600000      0.200000     0.000000     2.700000       0.300000       -1.700000          
19940331/1200    0.100000      0.000000     0.000000     5.900000       3.200000       1.600000           
19940401/1200    0.000000      0.100000     2.900000     5.800000       3.600000       2.300000           
19940402/1200    0.000000      0.200000     6.900000     5.900000       3.700000       2.000000           
19940403/1200    1.000000      0.000000     0.700000     5.000000       1.700000       1.300000           
19940404/1200    0.000000      0.000000     0.100000     4.000000       1.100000       -0.500000          
19940405/1200    0.000000      0.000000     0.800000     3.400000       0.600000       0.300000           
19940406/1200    0.000000      0.500000     0.000000     2.400000       -0.300000      -3.200000          
19940407/1200    0.000000      0.000000     0.000000     4.000000       2.300000       0.400000           
19940408/1200    0.000000      0.000000     0.000000     1.700000       -0.900000      -3.300000          
19940409/1200    0.000000      0.000000     0.000000     1.200000       -0.200000      -3.200000          
19940410/1200    0.000000      0.000000     0.000000     3.200000       2.000000       -2.100000          
19940411/1200    0.000000      0.000000     0.000000     2.800000       2.300000       -1.700000          
19940412/1200    0.000000      0.000000     0.000000     6.400000       4.800000       3.100000           
19940413/1200    3.400000      3.400000     0.800000     2.400000       2.000000       1.500000           
19940414/1200    8.400000      6.600000     2.500000     1.900000       1.000000       0.200000           
19940415/1200    1.700000      0.700000     0.300000     3.100000       2.300000       1.000000           
19940416/1200    0.100000      0.000000     0.000000     2.500000       1.200000       0.600000           
19940417/1200    5.100000      4.800000     0.600000     -0.500000      -1.800000      -2.500000          
19940418/1200    7.600000      1.700000     1.200000     0.000000       -0.900000      -2.000000          
19940419/1200    0.100000      2.000000     0.100000     0.700000       0.100000       -2.000000          
19940420/1200    0.000000      0.000000     0.000000     2.000000       -0.400000      -2.900000          
19940421/1200    0.000000      0.200000     0.000000     5.300000       3.300000       2.400000           
19940422/1200    0.000000      0.000000     0.000000     4.700000       2.600000       1.900000           
19940423/1200    0.000000      0.000000     0.100000     4.300000       1.600000       3.000000           
19940424/1200    0.000000      0.000000     0.000000     7.000000       6.100000       4.100000           
19940425/1200    0.000000      0.000000     0.000000     12.200000      9.600000       7.400000           
19940426/1200    0.000000      0.000000     0.000000     9.700000       7.700000       5.600000           
19940427/1200    0.000000      0.000000     0.000000     9.400000       7.600000       5.100000           
19940428/1200    2.500000      0.000000     0.200000     8.900000       6.300000       5.900000           
19940429/1200    2.500000      0.500000     0.000000     5.700000       4.400000       4.900000           
19940430/1200    5.300000      3.600000     3.600000     1.100000       -0.300000      -1.100000          
19940501/1200    1.700000      1.300000     0.300000     0.600000       -0.100000      -1.000000          
19940502/1200    2.100000      0.200000     0.000000     4.600000       4.800000       3.400000           
19940503/1200    0.700000      0.000000     0.000000     7.400000       6.800000       6.600000           
19940504/1200    0.000000      0.000000     0.000000     9.800000       8.900000       6.600000           
19940505/1200    0.000000      0.000000     0.000000     12.000000      10.300000      6.600000           
19940506/1200    0.000000      0.000000     0.000000     10.600000      7.600000       6.400000           
19940507/1200    0.000000      0.000000     0.000000     9.500000       6.800000       6.200000           
19940508/1200    0.000000      0.200000     0.100000     12.200000      9.200000       9.300000           
19940509/1200    0.000000      0.100000     0.000000     9.400000       7.500000       6.500000           
19940510/1200    6.400000      4.200000     8.100000     7.100000       7.900000       5.200000           
19940511/1200    0.000000      0.000000     0.000000     9.800000       8.700000       7.300000           
19940512/1200    0.000000      0.000000     0.000000     11.300000      10.200000      8.200000           
19940513/1200    0.000000      0.000000     0.000000     12.600000      10.100000      8.200000           
19940514/1200    0.000000      0.000000     0.000000     7.900000       5.300000       4.700000           
19940515/1200    0.800000      1.100000     0.000000     3.500000       2.200000       2.500000           
19940516/1200    2.800000      2.200000     1.000000     2.800000       1.400000       0.900000           
19940517/1200    2.000000      0.100000     0.000000     3.200000       1.500000       1.000000           
19940518/1200    0.000000      0.000000     0.600000     3.000000       1.700000       1.500000           
19940519/1200    4.100000      3.000000     4.700000     2.900000       3.700000       2.100000           
19940520/1200    2.700000      1.500000     0.300000     4.600000       4.100000       3.200000           
19940521/1200    0.100000      0.000000     0.000000     5.100000       4.100000       3.700000           
19940522/1200    0.000000      0.000000     0.000000     5.000000       4.000000       2.700000           
19940523/1200    0.000000      0.300000     0.000000     4.500000       4.400000       3.000000           
19940524/1200    0.000000      0.100000     0.000000     5.400000       4.000000       4.400000           
19940525/1200    0.000000      0.000000     0.000000     4.500000       4.900000       4.600000           
19940526/1200    3.100000      0.400000     0.000000     3.400000       2.400000       2.100000           
19940527/1200    3.600000      6.000000     0.200000     3.300000       2.200000       2.300000           
19940528/1200    5.100000      0.200000     0.000000     4.800000       3.600000       3.100000           
19940529/1200    3.000000      0.400000     1.800000     4.800000       2.400000       2.700000           
19940530/1200    0.600000      1.200000     0.300000     6.600000       4.000000       5.600000           
19940531/1200    1.300000      0.100000     0.700000     7.800000       7.500000       7.700000           
19940601/1200    4.500000      0.900000     0.300000     7.300000       6.500000       6.700000           
19940602/1200    2.800000      2.100000     0.000000     8.500000       8.300000       7.500000           
19940603/1200    0.500000      5.400000     1.800000     12.600000      10.700000      12.300000          
19940604/1200    2.600000      0.500000     0.000000     13.300000      11.200000      10.800000          
19940605/1200    2.600000      4.200000     7.800000     10.100000      8.400000       8.200000           
19940606/1200    19.799999     10.200000    10.000000    8.000000       7.100000       7.500000           
19940607/1200    7.300000      3.600000     3.200000     9.500000       9.000000       8.400000           
19940608/1200    16.100000     6.300000     5.400000     8.600000       7.200000       6.400000           
19940609/1200    12.400000     7.100000     7.800000     8.200000       5.500000       5.700000           
19940610/1200    0.900000      7.200000     0.100000     7.800000       7.700000       6.500000           
19940611/1200    1.000000      0.000000     0.000000     10.000000      7.600000       7.300000           
19940612/1200    8.100000      1.000000     0.600000     9.300000       9.500000       9.700000           
19940613/1200    10.500000     0.200000     0.300000     10.500000      12.300000      12.800000          
19940614/1200    2.500000      0.500000     0.100000     7.400000       7.800000       9.400000           
19940615/1200    6.400000      2.500000     1.400000     4.000000       3.200000       3.000000           
19940616/1200    5.400000      0.200000     0.000000     3.900000       2.500000       2.300000           
19940617/1200    8.000000      3.100000     0.200000     5.100000       5.200000       4.000000           
19940618/1200    4.500000      0.000000     0.500000     8.700000       6.700000       5.500000           
19940619/1200    0.000000      0.000000     0.100000     9.400000       9.000000       7.200000           
19940620/1200    5.200000      1.200000     4.600000     9.000000       9.000000       7.800000           
